ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20150101150018,2015,55,female,white,100000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20150101150146,2015,72,female,black,25000,TRUE,Some college,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,not in labor force
20150101150500,2015,67,male,white,60000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan,unemployed - looking
20150101150607,2015,47,female,black,25000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,non-metropolitan,unemployed - on layoff
20150101150701,2015,67,male,black,10000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20150101150854,2015,71,female,white,15000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,not in labor force
20150101150879,2015,85,female,asian,20000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force
20150101150934,2015,67,male,white,75000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20150101150949,2015,43,female,white,75000,TRUE,Bachelors,TRUE,2,16,Midwest,not employed,FALSE,non-metropolitan,employed - at work
20150101151002,2015,48,female,white,75000,TRUE,Some college,TRUE,2,14,South,employed,FALSE,metropolitan,employed - at work
20150101151018,2015,61,female,white,75000,FALSE,Doctoral,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work
20150101151170,2015,85,female,white,35000,FALSE,Did not graduate from HS,TRUE,2,9,South,"NA",FALSE,metropolitan,not in labor force
20150101151178,2015,63,female,white,150000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force
20150101151189,2015,68,female,white,50000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20150101151291,2015,75,male,white,30000,TRUE,Did not graduate from HS,FALSE,0,0,West,not employed,FALSE,non-metropolitan,not in labor force
20150101151321,2015,60,female,white,60000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20150101151498,2015,51,female,white,0,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20150101151736,2015,64,female,white,150000,TRUE,Doctoral,TRUE,2,10,South,employed,FALSE,metropolitan,employed - at work
20150101151986,2015,61,female,white,150000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20150101152052,2015,52,female,white,35000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20150101152068,2015,45,male,white,150000,TRUE,HS,TRUE,1,14,South,employed,FALSE,non-metropolitan,employed - at work
20150101152098,2015,70,female,black,15000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20150101152132,2015,67,female,white,0,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20150101152135,2015,48,female,black,150000,FALSE,Bachelors,FALSE,0,0,West,"NA",TRUE,metropolitan,employed - at work
20150101152306,2015,23,female,white,25000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20150101152321,2015,40,female,white,20000,FALSE,HS,TRUE,2,12,South,"NA",FALSE,metropolitan,employed - at work
20150101152354,2015,36,female,white,7500,FALSE,Some college,TRUE,3,3,South,"NA",FALSE,non-metropolitan,employed - at work
20150101152398,2015,15,female,white,60000,FALSE,Did not graduate from HS,TRUE,1,15,Midwest,"NA",TRUE,metropolitan,not in labor force
20150110140891,2015,59,male,white,30000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work
20150111140017,2015,63,male,white,150000,TRUE,Bachelors,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20150111140146,2015,28,male,white,100000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20150111140533,2015,73,female,black,25000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20150111140617,2015,49,female,white,5000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,unemployed - looking
20150111140717,2015,22,male,white,10000,TRUE,HS,FALSE,0,0,Midwest,not employed,FALSE,non-metropolitan,unemployed - looking
20150111140757,2015,66,female,white,100000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan,not in labor force
20150111140772,2015,40,female,white,100000,TRUE,Masters,TRUE,2,0,South,employed,FALSE,metropolitan,not in labor force
20150111140782,2015,32,female,asian,150000,TRUE,Masters,TRUE,1,3,West,employed,FALSE,metropolitan,employed - at work
20150111140819,2015,77,male,black,30000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20150111140827,2015,53,female,white,7500,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20150111140962,2015,56,male,white,40000,TRUE,HS,FALSE,0,0,Northeast,not employed,FALSE,metropolitan,employed - at work
20150111140989,2015,48,male,black,15000,TRUE,HS,TRUE,2,9,South,not employed,FALSE,non-metropolitan,not in labor force
20150111141011,2015,50,female,white,50000,TRUE,HS,TRUE,1,17,West,employed,FALSE,metropolitan,employed - at work
20150111141250,2015,34,female,black,40000,FALSE,Bachelors,TRUE,2,4,Midwest,"NA",TRUE,metropolitan,employed - at work
20150111141293,2015,71,female,white,150000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan,not in labor force
20150111141315,2015,43,female,white,40000,FALSE,Doctoral,TRUE,1,4,South,"NA",FALSE,metropolitan,not in labor force
20150111141399,2015,63,female,black,0,FALSE,Did not graduate from HS,TRUE,2,7,South,"NA",FALSE,metropolitan,not in labor force
20150111141428,2015,57,female,white,25000,TRUE,Did not graduate from HS,FALSE,0,0,West,employed,FALSE,metropolitan,not in labor force
20150111141447,2015,50,male,white,75000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20150111141493,2015,69,female,white,12500,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20150111141553,2015,33,female,asian,150000,TRUE,Bachelors,TRUE,2,0,West,employed,FALSE,metropolitan,employed - at work
20150111141627,2015,43,male,white,20000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20150111141720,2015,72,female,white,35000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,not in labor force
20150111141726,2015,41,female,white,40000,TRUE,Some college,TRUE,1,17,Northeast,not employed,FALSE,non-metropolitan,employed - at work
20150111141759,2015,31,male,asian,0,TRUE,Masters,TRUE,1,0,Northeast,not employed,FALSE,metropolitan,employed - at work
20150111141790,2015,32,female,other,15000,FALSE,HS,TRUE,3,3,South,"NA",FALSE,non-metropolitan,employed - at work
20150111142021,2015,48,male,white,100000,TRUE,Bachelors,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,employed - at work
20150111142216,2015,69,female,black,20000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20150111142276,2015,44,male,white,40000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20150111142403,2015,31,male,white,50000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20150111142448,2015,60,female,white,100000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20150111142455,2015,58,female,white,25000,FALSE,HS,TRUE,3,13,West,"NA",FALSE,metropolitan,employed - at work
20150112140043,2015,39,male,white,100000,TRUE,Masters,TRUE,4,1,West,employed,FALSE,metropolitan,employed - at work
20150112140070,2015,70,female,white,50000,FALSE,Masters,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20150112140097,2015,51,female,black,60000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20150112140111,2015,74,male,white,7500,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,not in labor force
20150112140116,2015,48,male,black,60000,TRUE,Some college,FALSE,0,0,Northeast,not employed,FALSE,metropolitan,not in labor force
20150112140172,2015,44,male,black,5000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,unemployed - looking
20150112140175,2015,42,female,white,75000,FALSE,Bachelors,TRUE,1,16,South,"NA",FALSE,metropolitan,employed - at work
20150112140500,2015,55,male,black,100000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work
20150112140501,2015,58,male,black,50000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,non-metropolitan,not in labor force
20150112140505,2015,54,female,white,100000,TRUE,Some college,TRUE,1,16,Midwest,employed,FALSE,metropolitan,not in labor force
20150112140525,2015,54,female,white,10000,FALSE,HS,TRUE,2,5,South,"NA",FALSE,metropolitan,not in labor force
20150112140545,2015,57,female,white,30000,TRUE,HS,TRUE,1,14,South,employed,FALSE,metropolitan,employed - at work
20150112140574,2015,85,male,white,10000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20150112140580,2015,31,male,asian,0,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20150112140595,2015,38,female,black,25000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20150112140618,2015,62,male,white,50000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20150112140633,2015,47,male,white,100000,FALSE,Masters,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20150112140650,2015,26,female,white,40000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20150112140651,2015,68,female,white,60000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,non-metropolitan,not in labor force
20150112140668,2015,30,female,white,60000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,non-metropolitan,employed - at work
20150112140669,2015,46,female,white,50000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
