ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20190503190027,2019,45,female,white,40000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20190503190034,2019,65,female,white,150000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20190503190069,2019,41,female,asian,75000,TRUE,Did not graduate from HS,TRUE,3,2,South,employed,FALSE,metropolitan,employed - at work
20190503190101,2019,55,male,white,50000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - absent
20190503190112,2019,80,female,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20190503190510,2019,56,female,white,25000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20190503190614,2019,70,female,other,20000,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20190503190669,2019,67,female,black,25000,FALSE,HS,TRUE,1,14,South,"NA",FALSE,non-metropolitan,not in labor force
20190503190673,2019,41,female,white,150000,FALSE,Masters,TRUE,1,12,Midwest,"NA",FALSE,metropolitan,employed - at work
20190503190675,2019,43,female,black,150000,TRUE,Masters,TRUE,2,9,West,employed,FALSE,metropolitan,not in labor force
20190503190726,2019,54,male,black,150000,TRUE,Masters,TRUE,3,13,Midwest,employed,FALSE,metropolitan,employed - at work
20190503190743,2019,44,male,white,100000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20190503190745,2019,85,male,white,50000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,not in labor force
20190503190923,2019,64,male,black,150000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20190503191063,2019,53,female,black,7500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan,not in labor force
20190503191083,2019,43,male,black,100000,FALSE,Bachelors,FALSE,0,0,West,"NA",TRUE,metropolitan,employed - at work
20190503191148,2019,47,female,white,60000,TRUE,Did not graduate from HS,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work
20190503191184,2019,71,male,white,10000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,non-metropolitan,not in labor force
20190503191185,2019,54,female,white,150000,FALSE,Some college,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work
20190503191249,2019,48,male,white,100000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20190503191308,2019,51,male,black,60000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20190503191421,2019,40,male,white,20000,TRUE,Did not graduate from HS,TRUE,3,0,West,not employed,FALSE,metropolitan,employed - at work
20190503191621,2019,69,male,white,35000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
