ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20110101110074,2011,33,male,white,10000,TRUE,Did not graduate from HS,TRUE,1,15,South,not employed,FALSE,non-metropolitan,TRUE,1
20110101110081,2011,45,male,white,35000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,2
20110101110101,2011,29,female,white,0,FALSE,HS,TRUE,2,2,South,"NA",FALSE,non-metropolitan,TRUE,3
20110101110142,2011,31,female,black,0,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan,TRUE,4
20110101110522,2011,56,male,white,20000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,TRUE,5
20110101110525,2011,31,male,white,40000,TRUE,Some college,TRUE,2,4,South,not employed,FALSE,metropolitan,TRUE,6
20110101110542,2011,61,male,white,30000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,7
20110101110557,2011,49,female,white,100000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,TRUE,8
20110101110576,2011,41,male,white,40000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,9
20110101110611,2011,58,female,black,0,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,TRUE,10
20110101110639,2011,58,female,white,40000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,11
20110101110652,2011,76,female,white,25000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,TRUE,12
20110101110679,2011,74,male,white,50000,TRUE,Bachelors,FALSE,0,0,Northeast,employed,FALSE,metropolitan,TRUE,13
20110101110733,2011,72,male,white,75000,TRUE,Masters,FALSE,0,0,Northeast,employed,FALSE,non-metropolitan,TRUE,14
20110101110763,2011,74,female,white,60000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,TRUE,15
20110101110796,2011,80,female,white,75000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,non-metropolitan,TRUE,16
20110101110814,2011,63,female,white,40000,TRUE,HS,TRUE,2,14,South,not employed,FALSE,metropolitan,TRUE,17
20110101110825,2011,23,male,white,20000,TRUE,Some college,TRUE,2,0,Northeast,not employed,FALSE,metropolitan,TRUE,18
20110101110831,2011,74,female,white,30000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,TRUE,19
20110101110862,2011,36,female,white,50000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,TRUE,20
20110101110865,2011,39,male,asian,150000,TRUE,Bachelors,TRUE,2,1,West,employed,FALSE,metropolitan,TRUE,21
20110101110872,2011,39,female,asian,35000,TRUE,Bachelors,TRUE,2,12,West,employed,FALSE,metropolitan,TRUE,22
20110101110879,2011,61,female,white,20000,TRUE,HS,FALSE,0,0,Northeast,not employed,FALSE,non-metropolitan,TRUE,23
20110101110882,2011,53,female,white,75000,TRUE,Some college,TRUE,1,15,Midwest,employed,FALSE,non-metropolitan,TRUE,24
20110101110888,2011,69,male,white,12500,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,25
20110101110912,2011,21,female,white,75000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,TRUE,26
20110101110961,2011,56,male,white,60000,TRUE,Bachelors,TRUE,4,11,Midwest,employed,FALSE,non-metropolitan,TRUE,27
20110101111025,2011,29,male,white,40000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,28
20110101111032,2011,72,female,white,12500,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,29
20110101111041,2011,24,male,white,75000,TRUE,Some college,FALSE,0,0,Midwest,"NA",TRUE,metropolitan,TRUE,30
20110101111049,2011,85,female,white,12500,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan,TRUE,31
20110101111056,2011,53,female,black,25000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,TRUE,32
20110101111062,2011,54,female,white,60000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan,TRUE,33
20110101111090,2011,65,female,white,15000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,34
20110101111103,2011,17,female,white,75000,TRUE,Did not graduate from HS,TRUE,3,10,West,"NA",TRUE,non-metropolitan,TRUE,35
20110101111110,2011,20,male,white,50000,FALSE,HS,TRUE,1,0,West,employed,FALSE,metropolitan,TRUE,36
20110101111128,2011,59,male,white,150000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan,TRUE,37
20110101111130,2011,45,male,asian,20000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,TRUE,38
20110101111133,2011,65,male,white,30000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan,TRUE,39
20110101111152,2011,77,female,white,15000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,40
20110101111153,2011,80,female,white,15000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,non-metropolitan,TRUE,41
20110101111191,2011,26,male,white,7500,FALSE,Masters,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,42
20110101111202,2011,46,female,white,100000,TRUE,Bachelors,TRUE,1,7,South,not employed,FALSE,metropolitan,TRUE,43
20110101111217,2011,85,female,white,7500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,44
20110101111218,2011,57,female,white,50000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,45
20110101111280,2011,51,female,white,50000,TRUE,Masters,TRUE,1,9,South,employed,FALSE,metropolitan,TRUE,46
20110101111298,2011,32,male,white,50000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,TRUE,47
20110101111328,2011,63,female,white,50000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,48
20110101111334,2011,30,male,white,150000,TRUE,Bachelors,FALSE,0,0,South,"NA",TRUE,metropolitan,TRUE,49
20110101111375,2011,47,male,white,40000,TRUE,HS,TRUE,1,8,Midwest,not employed,FALSE,metropolitan,TRUE,50
20110101111453,2011,85,female,white,35000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,TRUE,51
20110101111471,2011,54,female,black,30000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,TRUE,52
20110101111499,2011,80,female,white,50000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,TRUE,53
20110101111587,2011,53,female,black,0,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,TRUE,54
20110101111596,2011,58,male,white,60000,FALSE,Bachelors,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,TRUE,55
20110101111597,2011,26,male,white,100000,TRUE,Bachelors,FALSE,0,0,Midwest,"NA",TRUE,metropolitan,TRUE,56
20110101111676,2011,78,female,white,30000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan,TRUE,57
20110101111696,2011,50,female,white,40000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,non-metropolitan,TRUE,58
20110101111750,2011,35,male,white,40000,TRUE,HS,TRUE,2,14,South,employed,TRUE,non-metropolitan,TRUE,59
20110101111784,2011,67,male,white,50000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,non-metropolitan,TRUE,60
20110101111800,2011,22,female,white,60000,TRUE,Some college,TRUE,1,17,Midwest,"NA",TRUE,non-metropolitan,TRUE,61
20110101111835,2011,50,male,white,100000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,non-metropolitan,TRUE,62
20110101111870,2011,35,female,white,50000,TRUE,Some college,TRUE,2,10,South,employed,FALSE,metropolitan,TRUE,63
20110101111874,2011,23,female,white,10000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,TRUE,64
20110101111878,2011,65,female,white,40000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,TRUE,65
20110101111929,2011,40,female,white,15000,FALSE,Some college,TRUE,2,10,Midwest,"NA",FALSE,metropolitan,TRUE,66
20110101111949,2011,18,male,white,12500,TRUE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",TRUE,metropolitan,TRUE,67
20110101111960,2011,49,female,white,75000,TRUE,Bachelors,TRUE,2,12,Midwest,employed,FALSE,non-metropolitan,TRUE,68
