ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status,treatment,pair_id
20070908072302,2007,44,male,white,75000,TRUE,Some college,TRUE,1,14,South,not employed,FALSE,metropolitan,employed - at work,FALSE,1
20070806070825,2007,30,male,asian,75000,TRUE,Some college,TRUE,2,4,West,employed,FALSE,metropolitan,employed - at work,FALSE,2
20071010072344,2007,61,male,white,20000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work,FALSE,3
20071211071828,2007,21,male,white,12500,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,4
20071010072221,2007,43,female,black,75000,FALSE,Some college,TRUE,1,11,South,"NA",FALSE,metropolitan,employed - at work,FALSE,5
20070807072592,2007,36,female,white,25000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,6
20071110072424,2007,70,female,black,12500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force,FALSE,7
20070504071924,2007,33,male,white,50000,FALSE,Bachelors,TRUE,1,3,Midwest,"NA",TRUE,metropolitan,employed - at work,FALSE,8
20070706071878,2007,35,female,white,150000,TRUE,Some college,TRUE,3,1,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,9
20070807070764,2007,28,female,white,60000,TRUE,Some college,TRUE,3,5,West,employed,FALSE,metropolitan,unemployed - looking,FALSE,10
20070605071311,2007,53,female,black,35000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,11
20070604072410,2007,44,male,white,25000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,12
20070705071340,2007,16,male,other,10000,FALSE,Did not graduate from HS,TRUE,2,16,Northeast,"NA",TRUE,non-metropolitan,employed - at work,FALSE,13
20070504070781,2007,15,male,white,5000,FALSE,Did not graduate from HS,TRUE,1,15,West,"NA",TRUE,metropolitan,not in labor force,FALSE,14
