ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20120502121931,2012,32,male,black,20000,TRUE,Did not graduate from HS,TRUE,2,6,South,employed,FALSE,metropolitan
20120503120051,2012,35,female,white,5000,TRUE,HS,TRUE,3,5,Midwest,employed,FALSE,metropolitan
20120503120552,2012,45,male,white,50000,TRUE,Masters,TRUE,4,2,West,employed,FALSE,non-metropolitan
20120503120640,2012,67,male,white,20000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20120503120673,2012,47,male,white,25000,TRUE,Did not graduate from HS,TRUE,2,7,South,not employed,FALSE,metropolitan
20120503120700,2012,16,female,white,60000,FALSE,Did not graduate from HS,TRUE,3,1,South,"NA",TRUE,metropolitan
20120503120810,2012,27,female,white,75000,TRUE,Did not graduate from HS,FALSE,0,0,West,not employed,TRUE,metropolitan
20120503120854,2012,19,male,black,35000,FALSE,Some college,TRUE,1,11,South,"NA",TRUE,metropolitan
20120503120929,2012,30,male,other,60000,FALSE,Some college,TRUE,2,2,West,"NA",TRUE,metropolitan
20120503120974,2012,48,female,white,10000,TRUE,Some college,TRUE,2,12,Midwest,employed,FALSE,metropolitan
20120503121088,2012,45,male,white,75000,TRUE,HS,TRUE,2,6,Northeast,employed,FALSE,non-metropolitan
20120503121121,2012,35,female,white,12500,TRUE,Did not graduate from HS,TRUE,1,1,West,employed,FALSE,metropolitan
20120503121188,2012,79,female,white,15000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan
20120503121310,2012,55,female,white,60000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20120503121376,2012,76,male,white,7500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20120503121511,2012,69,male,black,75000,TRUE,Bachelors,FALSE,0,0,Midwest,not employed,FALSE,metropolitan
20120503121663,2012,32,female,white,25000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20120503121706,2012,34,male,white,15000,TRUE,HS,TRUE,5,2,Midwest,not employed,FALSE,non-metropolitan
20120503121730,2012,22,female,white,100000,FALSE,Some college,FALSE,0,0,South,"NA",TRUE,metropolitan
20120503121737,2012,39,male,white,25000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan
20120503121779,2012,30,male,white,50000,FALSE,Did not graduate from HS,TRUE,1,4,Midwest,"NA",TRUE,metropolitan
20120503121793,2012,61,female,white,100000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120503121838,2012,34,female,white,35000,FALSE,Bachelors,TRUE,1,8,Midwest,"NA",FALSE,metropolitan
20120503121843,2012,55,female,black,40000,FALSE,HS,TRUE,2,1,Northeast,"NA",FALSE,metropolitan
20120503121969,2012,61,female,white,25000,TRUE,Some college,TRUE,2,4,South,not employed,FALSE,metropolitan
20120503121987,2012,26,female,white,0,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120503122008,2012,21,female,white,75000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,non-metropolitan
20120503122079,2012,38,male,white,40000,TRUE,Some college,TRUE,3,9,West,not employed,FALSE,metropolitan
20120503122175,2012,31,female,white,100000,FALSE,Masters,TRUE,1,6,Northeast,"NA",FALSE,metropolitan
20120503122238,2012,47,female,other,60000,FALSE,Doctoral,TRUE,2,11,South,"NA",FALSE,metropolitan
20120503122262,2012,58,male,black,35000,TRUE,HS,TRUE,2,15,South,employed,FALSE,metropolitan
20120503122290,2012,58,male,white,150000,TRUE,Some college,FALSE,0,0,Northeast,not employed,FALSE,metropolitan
20120503122371,2012,33,male,black,7500,FALSE,HS,TRUE,2,8,West,"NA",FALSE,non-metropolitan
20120503122375,2012,23,male,asian,7500,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20120503122474,2012,80,female,white,25000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20120503122506,2012,35,female,white,50000,TRUE,Some college,TRUE,2,0,South,employed,FALSE,non-metropolitan
20120503122523,2012,56,female,white,50000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan
20120504120001,2012,37,female,white,35000,FALSE,Did not graduate from HS,TRUE,2,2,Northeast,"NA",TRUE,metropolitan
20120504120084,2012,29,male,white,100000,FALSE,Doctoral,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120504120089,2012,65,female,white,30000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20120504120090,2012,32,female,asian,15000,TRUE,Bachelors,TRUE,1,1,Midwest,employed,FALSE,metropolitan
20120504120114,2012,27,female,white,0,TRUE,Bachelors,TRUE,3,1,Northeast,not employed,FALSE,metropolitan
20120504120128,2012,74,female,black,30000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504120139,2012,64,female,white,7500,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20120504120141,2012,72,female,black,35000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20120504120510,2012,78,female,white,10000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120504120513,2012,40,male,white,60000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan
20120504120515,2012,58,male,white,40000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan
20120504120516,2012,48,male,white,60000,TRUE,Bachelors,TRUE,1,0,Northeast,employed,FALSE,metropolitan
20120504120527,2012,62,female,white,100000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20120504120530,2012,63,male,white,50000,FALSE,Bachelors,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20120504120541,2012,29,female,white,60000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120504120543,2012,20,female,white,100000,FALSE,Some college,TRUE,1,14,West,"NA",TRUE,metropolitan
20120504120547,2012,78,female,white,25000,TRUE,HS,FALSE,0,0,Midwest,not employed,FALSE,non-metropolitan
20120504120550,2012,36,female,white,60000,TRUE,Bachelors,TRUE,1,1,South,employed,FALSE,metropolitan
20120504120563,2012,59,female,white,150000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan
20120504120605,2012,21,male,white,150000,FALSE,Some college,FALSE,0,0,Northeast,"NA",TRUE,metropolitan
20120504120608,2012,65,female,black,0,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan
20120504120620,2012,41,male,white,100000,TRUE,Bachelors,TRUE,2,11,Midwest,employed,FALSE,non-metropolitan
20120504120626,2012,35,female,white,100000,TRUE,Masters,TRUE,1,0,Northeast,employed,FALSE,metropolitan
20120504120646,2012,23,female,white,75000,FALSE,Some college,FALSE,0,0,South,"NA",TRUE,metropolitan
20120504120690,2012,85,female,white,12500,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan
20120504120704,2012,41,female,white,35000,TRUE,Some college,TRUE,5,2,South,not employed,TRUE,metropolitan
20120504120709,2012,48,male,white,100000,TRUE,Bachelors,TRUE,1,6,South,employed,FALSE,metropolitan
20120504120725,2012,77,male,other,12500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20120504120740,2012,52,male,black,10000,FALSE,Some college,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20120504120750,2012,56,male,white,7500,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan
20120504120758,2012,43,male,white,75000,FALSE,HS,FALSE,0,0,Midwest,"NA",TRUE,metropolitan
20120504120768,2012,62,female,black,75000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504120777,2012,32,female,white,40000,FALSE,HS,TRUE,1,12,Midwest,"NA",FALSE,non-metropolitan
20120504120784,2012,41,female,white,150000,TRUE,Masters,TRUE,3,4,South,employed,FALSE,metropolitan
20120504120790,2012,53,female,white,150000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504120795,2012,80,female,white,60000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,metropolitan
20120504120798,2012,53,male,black,75000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan
20120504120822,2012,79,female,white,75000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504120836,2012,59,male,white,100000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan
20120504120842,2012,37,male,white,75000,TRUE,Some college,TRUE,3,0,Midwest,not employed,FALSE,non-metropolitan
20120504120846,2012,80,female,black,15000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20120504120853,2012,29,male,other,60000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan
20120504120869,2012,71,male,white,10000,TRUE,Did not graduate from HS,FALSE,0,0,South,employed,FALSE,metropolitan
20120504120873,2012,16,female,white,100000,FALSE,Did not graduate from HS,TRUE,2,16,Northeast,"NA",TRUE,metropolitan
20120504120877,2012,44,female,white,60000,FALSE,HS,TRUE,1,14,Midwest,"NA",FALSE,non-metropolitan
20120504120879,2012,62,male,white,35000,TRUE,Some college,FALSE,0,0,Midwest,not employed,FALSE,non-metropolitan
20120504120892,2012,54,male,black,100000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan
20120504120897,2012,45,male,white,10000,TRUE,Did not graduate from HS,TRUE,3,9,South,employed,FALSE,metropolitan
20120504120899,2012,62,male,white,40000,TRUE,HS,TRUE,1,16,South,not employed,FALSE,non-metropolitan
20120504120901,2012,37,female,white,12500,FALSE,Did not graduate from HS,TRUE,4,3,West,"NA",FALSE,metropolitan
20120504120906,2012,17,male,white,150000,FALSE,Did not graduate from HS,TRUE,2,15,West,"NA",TRUE,metropolitan
20120504120932,2012,35,male,white,35000,TRUE,Bachelors,TRUE,2,0,West,not employed,TRUE,metropolitan
20120504120936,2012,59,male,black,20000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20120504120939,2012,61,male,black,50000,FALSE,Bachelors,TRUE,1,4,South,"NA",FALSE,metropolitan
20120504120968,2012,85,female,white,12500,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504120974,2012,16,male,white,150000,FALSE,Did not graduate from HS,TRUE,3,9,West,"NA",TRUE,metropolitan
20120504120993,2012,72,female,black,20000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,metropolitan
20120504120994,2012,80,male,white,30000,TRUE,HS,FALSE,0,0,Midwest,not employed,FALSE,non-metropolitan
20120504121001,2012,26,male,white,60000,TRUE,Bachelors,TRUE,1,0,Midwest,employed,FALSE,metropolitan
20120504121044,2012,38,male,white,20000,TRUE,Some college,TRUE,8,0,West,not employed,TRUE,metropolitan
20120504121047,2012,40,male,white,100000,TRUE,Masters,TRUE,3,2,Midwest,employed,FALSE,metropolitan
20120504121050,2012,20,male,white,35000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",TRUE,non-metropolitan
20120504121051,2012,52,male,white,60000,TRUE,Masters,TRUE,1,5,South,employed,FALSE,metropolitan
20120504121063,2012,53,male,white,5000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20120504121066,2012,85,female,white,25000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan
20120504121094,2012,44,male,white,7500,FALSE,Did not graduate from HS,TRUE,3,2,South,"NA",FALSE,metropolitan
20120504121134,2012,31,female,white,30000,TRUE,Bachelors,TRUE,3,2,South,employed,FALSE,metropolitan
20120504121159,2012,31,female,white,30000,FALSE,Did not graduate from HS,TRUE,3,9,Midwest,"NA",FALSE,non-metropolitan
20120504121210,2012,29,male,white,40000,TRUE,Some college,TRUE,1,2,Midwest,employed,FALSE,metropolitan
20120504121222,2012,27,female,white,20000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20120504121235,2012,54,male,white,30000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan
20120504121272,2012,85,female,white,7500,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan
20120504121305,2012,16,female,white,150000,FALSE,Did not graduate from HS,TRUE,1,16,Northeast,"NA",TRUE,metropolitan
20120504121310,2012,34,female,black,15000,FALSE,HS,TRUE,4,10,Northeast,"NA",FALSE,metropolitan
20120504121314,2012,51,female,white,25000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20120504121315,2012,32,male,white,12500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",TRUE,metropolitan
20120504121320,2012,37,female,white,75000,TRUE,Bachelors,TRUE,2,2,West,employed,FALSE,metropolitan
20120504121322,2012,85,female,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan
