ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status,treatment,pair_id
20160908161470,2016,56,female,white,40000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,1
20161211161398,2016,64,male,white,12500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,FALSE,2
20160605160913,2016,76,female,white,15000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,FALSE,3
20160112150743,2016,70,female,black,60000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force,FALSE,4
20160302161661,2016,36,male,white,150000,TRUE,Masters,TRUE,3,2,South,employed,FALSE,metropolitan,employed - at work,FALSE,6
20160112150750,2016,28,male,white,100000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,7
20160201160895,2016,34,female,white,30000,TRUE,HS,TRUE,3,3,West,employed,FALSE,metropolitan,employed - at work,FALSE,9
20160112152380,2016,66,male,black,15000,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,FALSE,10
20160302162369,2016,32,female,white,60000,TRUE,Some college,TRUE,4,3,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,11
20160112150992,2016,67,male,white,35000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,not in labor force,FALSE,12
20160908162477,2016,85,male,white,0,FALSE,HS,FALSE,0,0,West,"NA",FALSE,non-metropolitan,not in labor force,FALSE,13
20160505161098,2016,20,female,white,150000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,metropolitan,not in labor force,FALSE,14
20160111152377,2016,55,male,white,40000,FALSE,Masters,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work,FALSE,15
20160302161660,2016,69,female,black,30000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,non-metropolitan,not in labor force,FALSE,16
20160908161705,2016,79,male,white,25000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force,FALSE,17
20160604160574,2016,62,male,asian,50000,TRUE,Bachelors,TRUE,1,7,West,employed,FALSE,metropolitan,employed - at work,FALSE,18
20161110160796,2016,69,female,white,25000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,19
20160403160503,2016,37,female,white,150000,TRUE,Doctoral,TRUE,3,3,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,21
20161212160860,2016,69,male,white,40000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work,FALSE,22
20160302161996,2016,44,female,white,40000,TRUE,Bachelors,TRUE,1,15,Midwest,employed,FALSE,non-metropolitan,employed - at work,FALSE,23
20160201160606,2016,85,male,white,25000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force,FALSE,24
20160112152393,2016,47,female,white,100000,TRUE,Some college,TRUE,1,17,South,employed,FALSE,metropolitan,employed - at work,FALSE,25
20160706160945,2016,41,male,black,50000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,26
20160403160789,2016,61,female,white,150000,TRUE,Doctoral,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,27
20161210161630,2016,55,male,white,100000,TRUE,HS,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,28
20160606161642,2016,45,male,black,40000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,29
20160807162067,2016,31,female,white,40000,TRUE,Masters,TRUE,2,2,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,30
