ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20150502150752,2015,19,female,white,75000,FALSE,Some college,FALSE,0,0,West,"NA",TRUE,metropolitan
20150502150770,2015,60,male,black,60000,TRUE,HS,FALSE,0,0,Northeast,employed,FALSE,metropolitan
20150503150605,2015,39,female,black,100000,TRUE,Some college,TRUE,2,2,Midwest,employed,FALSE,metropolitan
20150503150792,2015,54,male,black,40000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20150503150821,2015,45,male,white,75000,TRUE,Bachelors,TRUE,3,3,South,employed,FALSE,metropolitan
20150503151006,2015,43,male,white,100000,TRUE,Bachelors,TRUE,1,10,South,employed,FALSE,metropolitan
20150503151096,2015,32,female,white,50000,TRUE,HS,TRUE,4,3,Northeast,employed,FALSE,non-metropolitan
20150503151283,2015,48,female,white,15000,TRUE,Did not graduate from HS,TRUE,3,12,South,employed,FALSE,metropolitan
20150503151307,2015,27,female,white,10000,TRUE,Some college,TRUE,4,0,Midwest,not employed,FALSE,metropolitan
20150503151589,2015,15,male,black,0,FALSE,Did not graduate from HS,TRUE,1,15,West,"NA",TRUE,metropolitan
20150503151662,2015,59,female,black,60000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20150503151993,2015,39,female,black,100000,FALSE,Some college,TRUE,1,15,West,"NA",FALSE,metropolitan
20150503152136,2015,22,male,white,60000,FALSE,Some college,FALSE,0,0,West,"NA",TRUE,metropolitan
20150504150001,2015,60,female,black,50000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan
20150504150014,2015,65,female,white,75000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20150504150059,2015,36,male,white,25000,TRUE,Did not graduate from HS,TRUE,2,10,West,not employed,FALSE,metropolitan
20150504150085,2015,39,male,black,30000,FALSE,HS,TRUE,2,6,Midwest,"NA",FALSE,metropolitan
20150504150095,2015,75,female,white,75000,TRUE,Masters,FALSE,0,0,West,not employed,FALSE,metropolitan
20150504150120,2015,61,female,black,30000,TRUE,Some college,FALSE,0,0,Midwest,not employed,FALSE,metropolitan
20150504150510,2015,58,male,white,40000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20150504150542,2015,15,male,white,10000,FALSE,Did not graduate from HS,TRUE,1,15,Midwest,"NA",TRUE,metropolitan
20150504150549,2015,33,female,other,40000,TRUE,Some college,TRUE,1,4,West,not employed,TRUE,metropolitan
20150504150550,2015,35,female,white,150000,TRUE,Bachelors,TRUE,2,2,Northeast,employed,FALSE,metropolitan
20150504150566,2015,69,male,black,60000,FALSE,Doctoral,FALSE,0,0,South,"NA",FALSE,metropolitan
20150504150602,2015,63,female,white,150000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan
20150504150622,2015,29,female,asian,7500,TRUE,Masters,TRUE,1,3,South,employed,FALSE,metropolitan
20150504150657,2015,15,male,black,40000,FALSE,Did not graduate from HS,TRUE,1,15,South,"NA",TRUE,metropolitan
20150504150745,2015,23,female,white,75000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan
20150504150747,2015,69,male,black,50000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan
20150504150765,2015,75,female,black,20000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20150504150769,2015,57,female,white,100000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan
20150504150772,2015,50,male,white,60000,FALSE,Bachelors,TRUE,1,14,Northeast,"NA",FALSE,metropolitan
20150504150776,2015,50,female,asian,100000,TRUE,Bachelors,TRUE,1,11,West,employed,FALSE,metropolitan
20150504150790,2015,62,female,black,150000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,non-metropolitan
20150504150792,2015,80,female,white,15000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20150504150796,2015,58,male,white,60000,TRUE,Bachelors,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20150504150800,2015,70,male,white,100000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20150504150821,2015,53,male,black,12500,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan
20150504150850,2015,72,female,black,30000,TRUE,Masters,FALSE,0,0,South,not employed,FALSE,metropolitan
20150504150854,2015,46,female,white,60000,FALSE,Bachelors,TRUE,1,7,Midwest,"NA",FALSE,metropolitan
20150504150855,2015,37,female,black,0,FALSE,HS,TRUE,2,12,Midwest,"NA",FALSE,metropolitan
20150504150868,2015,34,male,white,60000,TRUE,Bachelors,TRUE,1,0,West,employed,FALSE,metropolitan
20150504150880,2015,55,male,black,60000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,non-metropolitan
20150504150896,2015,35,female,white,150000,TRUE,Masters,TRUE,2,2,South,employed,FALSE,metropolitan
20150504150926,2015,76,male,asian,40000,TRUE,Masters,FALSE,0,0,South,employed,FALSE,metropolitan
20150504150949,2015,55,male,black,5000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20150504150968,2015,16,female,white,35000,FALSE,Did not graduate from HS,TRUE,5,6,Northeast,"NA",TRUE,non-metropolitan
20150504150997,2015,85,male,white,20000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan
20150504151025,2015,18,male,white,150000,FALSE,HS,TRUE,1,17,Northeast,"NA",TRUE,metropolitan
20150504151039,2015,54,male,white,75000,TRUE,Bachelors,TRUE,3,6,Northeast,not employed,TRUE,metropolitan
20150504151043,2015,77,female,white,75000,FALSE,Doctoral,FALSE,0,0,West,"NA",FALSE,non-metropolitan
20150504151060,2015,24,female,white,30000,TRUE,Some college,TRUE,2,0,Midwest,employed,FALSE,metropolitan
20150504151129,2015,15,male,white,35000,FALSE,Did not graduate from HS,TRUE,4,9,West,"NA",TRUE,metropolitan
20150504151131,2015,72,female,white,20000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan
20150504151149,2015,36,female,white,150000,TRUE,Masters,TRUE,1,1,South,employed,FALSE,metropolitan
20150504151184,2015,31,female,black,50000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan
20150504151185,2015,38,male,white,150000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20150504151215,2015,56,female,white,50000,FALSE,Bachelors,TRUE,1,17,South,"NA",TRUE,metropolitan
