ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20200101200395,2020,20,male,white,75000,FALSE,HS,TRUE,2,6,South,"NA",TRUE,non-metropolitan,employed - at work
20200101200759,2020,85,female,white,25000,FALSE,Doctoral,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan,not in labor force
20200101200771,2020,41,male,white,150000,TRUE,Bachelors,TRUE,2,10,South,employed,FALSE,metropolitan,employed - at work
20200101200780,2020,41,male,white,100000,FALSE,Did not graduate from HS,TRUE,1,11,South,"NA",FALSE,metropolitan,employed - at work
20200101200890,2020,71,male,white,35000,TRUE,HS,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,not in labor force
20200101200973,2020,59,male,black,0,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20200101201014,2020,54,female,white,150000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20200101201099,2020,74,female,black,20000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20200101201110,2020,45,male,white,60000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20200101201370,2020,48,male,asian,75000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20200101201380,2020,59,male,white,20000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20200101201418,2020,64,female,white,50000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20200101201528,2020,69,female,white,100000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20200101201670,2020,44,male,white,75000,TRUE,Some college,TRUE,1,5,South,not employed,FALSE,metropolitan,employed - at work
20200101201701,2020,57,male,white,100000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20200101201730,2020,50,female,black,100000,FALSE,Masters,TRUE,1,7,South,"NA",TRUE,metropolitan,employed - at work
20200101201827,2020,80,female,white,150000,TRUE,Some college,FALSE,0,0,Northeast,not employed,FALSE,metropolitan,not in labor force
20200101201837,2020,43,male,white,60000,FALSE,Some college,TRUE,2,15,West,"NA",FALSE,metropolitan,employed - at work
20200101202001,2020,31,male,asian,150000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20200101202027,2020,32,male,white,60000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20200101202107,2020,56,male,white,100000,FALSE,Bachelors,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work
20200110190084,2020,39,male,white,100000,TRUE,Some college,TRUE,6,2,Midwest,employed,FALSE,non-metropolitan,employed - at work
20200110190691,2020,40,male,white,150000,TRUE,HS,TRUE,2,13,West,employed,FALSE,metropolitan,employed - at work
20200110191249,2020,31,male,white,100000,TRUE,Masters,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - absent
20200110191855,2020,64,male,black,0,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20200111190545,2020,32,male,white,40000,TRUE,Bachelors,TRUE,1,3,South,not employed,FALSE,metropolitan,employed - at work
20200111190558,2020,51,female,asian,100000,TRUE,Some college,TRUE,1,16,West,not employed,FALSE,metropolitan,employed - at work
20200111190629,2020,31,female,white,75000,TRUE,Bachelors,TRUE,1,1,Midwest,employed,FALSE,metropolitan,employed - at work
20200111190724,2020,64,female,white,20000,TRUE,Did not graduate from HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20200111190772,2020,75,female,white,100000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20200111190814,2020,73,male,black,150000,FALSE,Doctoral,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force
20200111190830,2020,37,female,black,100000,TRUE,Bachelors,TRUE,3,3,Midwest,employed,FALSE,metropolitan,employed - at work
20200111190845,2020,51,female,black,60000,TRUE,HS,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work
20200111191324,2020,38,male,white,60000,TRUE,Masters,TRUE,2,5,Midwest,employed,FALSE,non-metropolitan,employed - at work
20200111191355,2020,35,male,white,20000,FALSE,HS,FALSE,0,0,South,"NA",TRUE,non-metropolitan,employed - at work
20200111191369,2020,38,female,white,35000,TRUE,Bachelors,TRUE,3,2,South,employed,FALSE,non-metropolitan,not in labor force
20200111191388,2020,29,male,black,25000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20200111191417,2020,46,male,white,75000,FALSE,Bachelors,TRUE,1,13,West,"NA",FALSE,metropolitan,employed - at work
20200111191430,2020,15,male,white,60000,FALSE,Did not graduate from HS,TRUE,1,15,West,"NA",TRUE,metropolitan,not in labor force
20200111191513,2020,63,female,white,60000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20200111191521,2020,63,female,white,30000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20200111191549,2020,75,female,white,25000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20200111191641,2020,69,female,black,40000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20200111191687,2020,75,female,asian,75000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20200111191910,2020,18,male,white,150000,FALSE,HS,TRUE,1,2,West,"NA",TRUE,metropolitan,employed - at work
20200111191968,2020,37,female,white,150000,TRUE,Bachelors,TRUE,4,2,West,employed,FALSE,metropolitan,not in labor force
20200111192142,2020,42,female,white,150000,TRUE,HS,TRUE,2,7,Midwest,employed,FALSE,metropolitan,employed - at work
20200111192397,2020,66,male,white,75000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,metropolitan,not in labor force
20200111192450,2020,56,female,white,100000,FALSE,Bachelors,FALSE,0,0,West,"NA",TRUE,metropolitan,employed - at work
20200112190018,2020,66,female,white,50000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force
20200112190047,2020,57,male,white,30000,TRUE,Did not graduate from HS,TRUE,1,15,Midwest,not employed,FALSE,metropolitan,not in labor force
20200112190085,2020,77,male,white,150000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work
20200112190117,2020,80,male,white,50000,TRUE,Bachelors,TRUE,2,13,Northeast,employed,FALSE,metropolitan,employed - at work
20200112190180,2020,23,male,white,100000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20200112190229,2020,21,male,white,50000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,non-metropolitan,employed - at work
20200112190254,2020,24,male,white,100000,TRUE,Masters,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20200112190264,2020,16,female,white,25000,FALSE,Did not graduate from HS,TRUE,3,4,Northeast,"NA",TRUE,metropolitan,not in labor force
20200112190307,2020,24,male,white,60000,TRUE,HS,TRUE,1,0,South,not employed,FALSE,metropolitan,employed - absent
