ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status,treatment,pair_id
20130101130123,2013,47,female,white,100000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan,unemployed - looking,TRUE,1
20130101130611,2013,50,female,white,60000,TRUE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,TRUE,2
20130101130616,2013,45,female,black,15000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,TRUE,3
20130101130658,2013,72,male,white,75000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,TRUE,4
20130101130740,2013,59,female,black,40000,FALSE,HS,TRUE,1,0,South,"NA",FALSE,non-metropolitan,employed - at work,TRUE,5
20130101130768,2013,31,male,asian,60000,TRUE,Bachelors,TRUE,1,1,Midwest,not employed,FALSE,metropolitan,employed - at work,TRUE,6
20130101130826,2013,42,female,white,75000,TRUE,Some college,TRUE,2,7,Midwest,employed,FALSE,non-metropolitan,employed - at work,TRUE,7
20130101130839,2013,66,male,white,60000,TRUE,Masters,FALSE,0,0,Northeast,not employed,FALSE,non-metropolitan,not in labor force,TRUE,8
20130101130871,2013,45,male,white,40000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,TRUE,9
20130101130891,2013,59,male,white,60000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - absent,TRUE,10
20130101130910,2013,53,female,white,150000,TRUE,Masters,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work,TRUE,11
20130101130970,2013,43,female,white,60000,TRUE,HS,TRUE,1,15,South,"NA",TRUE,metropolitan,unemployed - looking,TRUE,12
20130101131043,2013,27,male,white,75000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work,TRUE,13
20130101131056,2013,52,male,white,150000,FALSE,Masters,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work,TRUE,14
20130101131096,2013,55,female,other,15000,FALSE,HS,TRUE,1,15,Midwest,"NA",FALSE,non-metropolitan,not in labor force,TRUE,15
20130101131099,2013,80,female,white,75000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force,TRUE,16
20130101131112,2013,24,female,black,10000,FALSE,Did not graduate from HS,TRUE,7,0,Northeast,"NA",FALSE,metropolitan,unemployed - looking,TRUE,17
20130101131117,2013,49,female,white,30000,TRUE,Some college,TRUE,1,9,Northeast,not employed,FALSE,metropolitan,employed - at work,TRUE,18
20130101131143,2013,67,female,white,12500,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force,TRUE,19
20130101131145,2013,45,male,white,60000,TRUE,HS,FALSE,0,0,Northeast,employed,FALSE,non-metropolitan,employed - at work,TRUE,20
20130101131151,2013,71,male,white,40000,TRUE,Some college,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,not in labor force,TRUE,21
20130101131165,2013,59,female,white,40000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work,TRUE,22
20130101131166,2013,42,male,white,50000,TRUE,Did not graduate from HS,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work,TRUE,23
20130101131190,2013,36,female,asian,10000,FALSE,Some college,TRUE,4,10,Midwest,"NA",FALSE,non-metropolitan,employed - at work,TRUE,24
20130101131197,2013,66,male,white,10000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,TRUE,25
