ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20060502060958,2006,20,male,white,20000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20060502061442,2006,38,female,white,15000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan
20060502062497,2006,35,female,white,150000,TRUE,Masters,TRUE,3,3,Midwest,employed,FALSE,metropolitan
20060503060514,2006,54,female,black,25000,FALSE,Bachelors,TRUE,1,3,South,"NA",FALSE,metropolitan
20060503060599,2006,16,male,white,12500,FALSE,Did not graduate from HS,TRUE,1,16,West,"NA",TRUE,metropolitan
20060503060696,2006,63,female,white,150000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan
20060503060712,2006,69,male,white,50000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,metropolitan
20060503060891,2006,37,female,white,35000,TRUE,HS,TRUE,2,12,South,employed,FALSE,metropolitan
20060503060896,2006,51,female,white,75000,TRUE,HS,TRUE,1,10,South,employed,FALSE,metropolitan
20060503061061,2006,39,male,white,35000,TRUE,HS,TRUE,3,0,Midwest,employed,FALSE,non-metropolitan
20060503061085,2006,78,female,black,7500,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20060503061087,2006,43,male,black,40000,FALSE,HS,TRUE,1,12,Midwest,"NA",FALSE,metropolitan
20060503061238,2006,52,male,white,5000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan
20060503061282,2006,16,male,white,75000,FALSE,Did not graduate from HS,TRUE,2,15,South,"NA",TRUE,metropolitan
20060503061376,2006,37,male,white,12500,TRUE,Some college,TRUE,2,9,Midwest,employed,FALSE,metropolitan
20060503061478,2006,33,male,white,60000,TRUE,Some college,TRUE,4,5,Midwest,employed,FALSE,non-metropolitan
20060503061496,2006,49,female,asian,30000,TRUE,Some college,TRUE,2,10,Midwest,employed,FALSE,metropolitan
20060503061521,2006,43,female,white,60000,TRUE,Some college,TRUE,1,17,Northeast,employed,TRUE,metropolitan
20060503061613,2006,17,male,white,75000,FALSE,Did not graduate from HS,TRUE,2,15,Northeast,"NA",TRUE,non-metropolitan
20060503061624,2006,47,male,white,75000,TRUE,HS,TRUE,1,8,Northeast,employed,FALSE,metropolitan
20060503061658,2006,36,female,white,35000,FALSE,Doctoral,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20060503061727,2006,72,male,white,40000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,non-metropolitan
