ID,pair_id,cluster,time
20080101080013,1,Cluster 1  | n =  2584,t1
20080101080119,2,Cluster 1  | n =  2584,t1
20080101080536,3,Cluster 1  | n =  2584,t1
20080101080567,4,Cluster 1  | n =  2584,t1
20080101080600,5,Cluster 3  | n =  2161,t1
20080101080606,6,Cluster 1  | n =  2584,t1
20080101080629,7,Cluster 1  | n =  2584,t1
20080101080753,8,Cluster 3  | n =  2161,t1
20080101080755,9,Cluster 3  | n =  2161,t1
20080101080776,10,Cluster 1  | n =  2584,t1
20080101080842,11,Cluster 2  | n =  255,t1
20080101080920,12,Cluster 3  | n =  2161,t1
20080101080928,13,Cluster 1  | n =  2584,t1
20080101081100,14,Cluster 1  | n =  2584,t1
20080101081141,15,Cluster 1  | n =  2584,t1
20080101081208,16,Cluster 1  | n =  2584,t1
20080101081353,17,Cluster 3  | n =  2161,t1
20080101081373,18,Cluster 1  | n =  2584,t1
20080101081375,19,Cluster 1  | n =  2584,t1
20080101081412,20,Cluster 3  | n =  2161,t1
20080101081487,21,Cluster 3  | n =  2161,t1
20080101081488,22,Cluster 3  | n =  2161,t1
20080101081608,23,Cluster 1  | n =  2584,t1
20080101081612,24,Cluster 3  | n =  2161,t1
20080101081625,25,Cluster 3  | n =  2161,t1
20080101081674,26,Cluster 1  | n =  2584,t1
20080101081684,27,Cluster 3  | n =  2161,t1
20080101081730,28,Cluster 3  | n =  2161,t1
20080101081756,29,Cluster 3  | n =  2161,t1
20080101081773,30,Cluster 3  | n =  2161,t1
20080101081797,31,Cluster 3  | n =  2161,t1
20080101081821,32,Cluster 1  | n =  2584,t1
20080101081853,33,Cluster 1  | n =  2584,t1
20080101081957,34,Cluster 1  | n =  2584,t1
20080101081991,35,Cluster 1  | n =  2584,t1
20080101081996,36,Cluster 3  | n =  2161,t1
20080101082083,37,Cluster 3  | n =  2161,t1
20080101082102,38,Cluster 1  | n =  2584,t1
20080101082136,39,Cluster 1  | n =  2584,t1
20080101082243,40,Cluster 1  | n =  2584,t1
20080101082283,41,Cluster 3  | n =  2161,t1
20080101082339,42,Cluster 3  | n =  2161,t1
