ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status,treatment,pair_id
20110502110683,2011,17,male,asian,15000,FALSE,Did not graduate from HS,TRUE,1,17,South,"NA",TRUE,non-metropolitan,not in labor force,FALSE,NA
20110502110880,2011,35,female,white,0,FALSE,Some college,TRUE,4,6,South,"NA",FALSE,non-metropolitan,not in labor force,FALSE,NA
20110502111780,2011,40,female,black,30000,FALSE,Some college,TRUE,2,11,Northeast,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110502111831,2011,21,male,white,75000,FALSE,Some college,TRUE,1,15,Northeast,"NA",TRUE,metropolitan,not in labor force,FALSE,NA
20110502111889,2011,61,male,white,5000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,unemployed - looking,FALSE,NA
20110502112024,2011,37,female,white,0,TRUE,Did not graduate from HS,TRUE,3,9,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110502112236,2011,58,male,black,60000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110502112496,2011,38,female,asian,35000,TRUE,Some college,TRUE,1,6,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110055,2011,22,male,white,35000,FALSE,Did not graduate from HS,TRUE,2,2,Northeast,"NA",TRUE,non-metropolitan,unemployed - looking,FALSE,NA
20110503110064,2011,62,female,white,0,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503110111,2011,76,female,black,35000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503110543,2011,45,female,white,75000,TRUE,HS,TRUE,2,12,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110598,2011,68,female,black,35000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503110647,2011,41,female,white,150000,TRUE,Bachelors,TRUE,1,11,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110648,2011,63,male,white,75000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503110662,2011,43,female,white,75000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan,not in labor force,FALSE,NA
20110503110664,2011,70,female,white,150000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,non-metropolitan,not in labor force,FALSE,NA
20110503110674,2011,47,male,white,100000,TRUE,Doctoral,TRUE,2,11,South,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110717,2011,80,female,white,50000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503110762,2011,69,male,white,50000,TRUE,HS,TRUE,1,16,West,not employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110503110796,2011,21,female,black,20000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503110809,2011,56,female,white,40000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110896,2011,39,female,white,100000,TRUE,HS,TRUE,4,1,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110910,2011,47,female,black,25000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503110957,2011,45,female,black,150000,TRUE,Bachelors,TRUE,2,11,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503110976,2011,80,female,white,75000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503110979,2011,16,female,white,75000,FALSE,Did not graduate from HS,TRUE,1,16,Midwest,"NA",TRUE,metropolitan,not in labor force,FALSE,NA
20110503111010,2011,35,female,white,30000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111033,2011,41,female,black,10000,FALSE,Bachelors,TRUE,2,5,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111042,2011,64,female,white,100000,TRUE,Bachelors,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111077,2011,37,male,white,50000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111082,2011,38,female,white,40000,TRUE,Some college,TRUE,1,7,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111118,2011,16,female,white,150000,FALSE,Did not graduate from HS,TRUE,2,14,South,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503111152,2011,47,female,white,25000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503111192,2011,39,male,black,35000,FALSE,Did not graduate from HS,TRUE,2,10,Midwest,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503111268,2011,59,male,white,10000,TRUE,Did not graduate from HS,TRUE,1,15,South,employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110503111303,2011,47,male,white,100000,TRUE,Some college,TRUE,1,7,Midwest,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111324,2011,31,female,white,20000,TRUE,Did not graduate from HS,TRUE,3,2,South,employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503111364,2011,59,female,white,30000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110503111384,2011,25,female,white,50000,TRUE,Bachelors,TRUE,1,1,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111389,2011,20,female,white,150000,FALSE,Some college,TRUE,2,0,West,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503111420,2011,21,male,white,30000,TRUE,Did not graduate from HS,FALSE,0,0,South,not employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503111431,2011,74,male,white,25000,FALSE,Some college,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503111470,2011,72,female,white,25000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111495,2011,23,male,white,100000,FALSE,HS,TRUE,2,1,South,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503111546,2011,63,female,white,100000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111605,2011,42,male,black,12500,TRUE,Bachelors,TRUE,3,7,Midwest,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111625,2011,25,male,white,30000,TRUE,HS,TRUE,1,3,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111628,2011,60,female,white,60000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503111630,2011,51,female,white,10000,FALSE,Some college,TRUE,1,16,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111680,2011,64,female,white,60000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111710,2011,23,female,white,40000,FALSE,HS,TRUE,1,1,Midwest,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503111750,2011,36,female,black,10000,FALSE,Some college,TRUE,2,7,West,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503111752,2011,37,male,white,60000,TRUE,Some college,TRUE,4,3,Midwest,employed,FALSE,metropolitan,employed - absent,FALSE,NA
20110503111755,2011,30,male,white,10000,FALSE,Some college,TRUE,1,7,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111769,2011,47,male,white,40000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111780,2011,46,female,white,40000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111841,2011,58,male,white,10000,FALSE,Masters,TRUE,1,9,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503111901,2011,41,female,white,75000,TRUE,HS,TRUE,1,9,West,not employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503112004,2011,56,male,white,60000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112024,2011,17,male,black,75000,FALSE,Did not graduate from HS,TRUE,2,7,West,"NA",TRUE,metropolitan,unemployed - looking,FALSE,NA
20110503112029,2011,39,male,white,60000,TRUE,Bachelors,TRUE,2,7,South,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112067,2011,25,female,white,25000,TRUE,HS,TRUE,2,3,Midwest,employed,FALSE,metropolitan,unemployed - looking,FALSE,NA
20110503112097,2011,50,male,white,60000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503112145,2011,53,female,white,150000,TRUE,Bachelors,TRUE,1,10,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112179,2011,41,female,white,40000,FALSE,HS,TRUE,1,10,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503112180,2011,85,male,white,12500,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110503112206,2011,38,male,white,100000,TRUE,Some college,TRUE,2,1,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112236,2011,46,male,white,100000,TRUE,Bachelors,TRUE,1,16,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112262,2011,80,female,white,25000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,non-metropolitan,not in labor force,FALSE,NA
20110503112282,2011,63,female,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503112333,2011,47,male,asian,100000,TRUE,Masters,TRUE,1,14,Northeast,employed,FALSE,metropolitan,employed - absent,FALSE,NA
20110503112334,2011,66,female,white,12500,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110503112345,2011,78,male,white,75000,TRUE,Masters,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110503112357,2011,60,female,white,25000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,unemployed - looking,FALSE,NA
20110503112382,2011,51,female,white,150000,TRUE,Masters,FALSE,0,0,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110503112387,2011,36,male,white,150000,TRUE,Doctoral,TRUE,1,1,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112396,2011,43,female,white,100000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20110503112468,2011,19,female,white,35000,FALSE,Some college,TRUE,1,17,Northeast,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110503112474,2011,45,female,white,150000,TRUE,Doctoral,TRUE,1,8,Northeast,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112503,2011,19,male,white,75000,FALSE,HS,TRUE,1,15,South,"NA",TRUE,metropolitan,unemployed - looking,FALSE,NA
20110503112517,2011,53,female,white,25000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110503112537,2011,71,male,black,60000,TRUE,Masters,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110504110008,2011,23,female,white,0,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110504110009,2011,57,male,white,75000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110012,2011,52,female,black,5000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan,not in labor force,FALSE,NA
20110504110017,2011,49,male,black,150000,TRUE,Bachelors,TRUE,2,10,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110030,2011,48,female,white,50000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work,FALSE,NA
20110504110032,2011,85,male,white,75000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110504110038,2011,16,female,black,75000,FALSE,Did not graduate from HS,TRUE,1,16,South,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20110504110056,2011,39,male,black,40000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110504110062,2011,48,male,black,12500,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110504110069,2011,40,female,white,50000,TRUE,Doctoral,TRUE,1,1,Northeast,not employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110504110080,2011,31,female,black,30000,FALSE,HS,TRUE,1,11,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110504110102,2011,69,male,black,35000,TRUE,HS,FALSE,0,0,South,not employed,TRUE,metropolitan,not in labor force,FALSE,NA
20110504110112,2011,16,female,black,35000,FALSE,Did not graduate from HS,TRUE,1,16,South,"NA",TRUE,metropolitan,not in labor force,FALSE,NA
20110504110122,2011,47,male,white,50000,TRUE,Some college,TRUE,1,13,West,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110123,2011,54,female,white,5000,FALSE,HS,TRUE,1,13,South,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110504110129,2011,41,male,white,40000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20110504110152,2011,47,female,white,7500,FALSE,Did not graduate from HS,TRUE,3,2,Midwest,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20110504110500,2011,69,female,black,40000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,metropolitan,not in labor force,FALSE,NA
20110504110503,2011,34,female,white,75000,TRUE,Masters,TRUE,1,2,Midwest,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110512,2011,46,male,white,30000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110513,2011,35,female,white,75000,TRUE,Some college,TRUE,3,8,Midwest,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20110504110517,2011,36,female,white,10000,FALSE,HS,TRUE,4,1,South,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
