ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status,treatment,pair_id
20130502130993,2013,80,female,white,150000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force,FALSE,NA
20130502132202,2013,21,female,white,0,FALSE,HS,TRUE,4,4,South,"NA",TRUE,non-metropolitan,not in labor force,FALSE,NA
20130502132457,2013,61,male,white,60000,TRUE,HS,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130047,2013,59,male,white,30000,TRUE,Did not graduate from HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130528,2013,80,male,white,60000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20130503130533,2013,15,male,white,75000,FALSE,Did not graduate from HS,TRUE,3,6,Midwest,"NA",TRUE,metropolitan,employed - at work,FALSE,NA
20130503130594,2013,57,female,black,25000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20130503130634,2013,55,male,white,150000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130641,2013,22,female,white,35000,TRUE,HS,TRUE,1,0,South,employed,TRUE,metropolitan,not in labor force,FALSE,NA
20130503130656,2013,56,female,white,50000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130754,2013,49,female,black,150000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130763,2013,57,female,white,60000,FALSE,HS,TRUE,1,8,West,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
20130503130821,2013,48,female,white,40000,TRUE,Bachelors,FALSE,0,0,Northeast,not employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130847,2013,39,female,white,60000,TRUE,Masters,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work,FALSE,NA
20130503130861,2013,52,male,white,15000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,not in labor force,FALSE,NA
20130503130879,2013,43,male,white,10000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan,not in labor force,FALSE,NA
20130503130916,2013,59,male,white,60000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,non-metropolitan,employed - at work,FALSE,NA
20130503130945,2013,38,female,black,50000,FALSE,Masters,FALSE,0,0,Northeast,"NA",FALSE,metropolitan,employed - at work,FALSE,NA
