ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20160503160547,2016,24,male,white,100000,TRUE,HS,TRUE,3,5,West,employed,FALSE,metropolitan,employed - at work
20160503160700,2016,19,male,black,60000,FALSE,HS,FALSE,0,0,South,"NA",TRUE,metropolitan,employed - at work
20160503160724,2016,70,male,white,25000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,non-metropolitan,not in labor force
20160503160775,2016,67,male,white,40000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force
20160503160847,2016,53,female,black,60000,FALSE,HS,FALSE,0,0,Midwest,"NA",TRUE,metropolitan,employed - at work
20160503160881,2016,52,male,black,40000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20160503160972,2016,30,female,white,35000,TRUE,HS,TRUE,1,6,West,employed,TRUE,metropolitan,not in labor force
20160503161020,2016,17,female,white,15000,FALSE,Did not graduate from HS,TRUE,1,17,West,"NA",TRUE,metropolitan,unemployed - looking
20160503161046,2016,39,male,white,150000,TRUE,HS,TRUE,1,1,West,employed,FALSE,metropolitan,employed - at work
20160503161310,2016,63,female,white,35000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20160503161312,2016,56,male,white,150000,TRUE,Some college,TRUE,2,15,South,employed,FALSE,metropolitan,employed - at work
20160503161361,2016,40,female,white,100000,TRUE,Bachelors,TRUE,2,2,South,employed,FALSE,metropolitan,employed - at work
20160503161386,2016,66,female,white,12500,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20160503161423,2016,61,female,white,15000,TRUE,Did not graduate from HS,FALSE,0,0,South,not employed,FALSE,metropolitan,not in labor force
20160503161449,2016,25,female,white,30000,FALSE,Bachelors,TRUE,2,1,South,"NA",FALSE,metropolitan,employed - at work
20160503161482,2016,61,male,white,0,TRUE,Bachelors,TRUE,1,7,Midwest,employed,FALSE,metropolitan,employed - at work
20160503161587,2016,39,male,white,25000,TRUE,Bachelors,TRUE,1,10,Northeast,not employed,FALSE,metropolitan,employed - at work
20160503161790,2016,16,male,white,50000,FALSE,Did not graduate from HS,TRUE,3,12,West,"NA",TRUE,metropolitan,employed - at work
20160503162035,2016,28,female,white,75000,TRUE,Masters,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - absent
20160503162119,2016,52,female,white,10000,FALSE,Some college,TRUE,1,10,West,"NA",FALSE,metropolitan,employed - at work
20160503162123,2016,36,female,asian,150000,TRUE,Masters,TRUE,2,0,West,employed,FALSE,metropolitan,employed - at work
