ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20110502110880,2011,35,female,white,0,FALSE,Some college,TRUE,4,6,South,"NA",FALSE,non-metropolitan
20110502111780,2011,40,female,black,30000,FALSE,Some college,TRUE,2,11,Northeast,"NA",TRUE,metropolitan
20110502112236,2011,58,male,black,60000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20110503110111,2011,76,female,black,35000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20110503110543,2011,45,female,white,75000,TRUE,HS,TRUE,2,12,Northeast,employed,FALSE,metropolitan
20110503110662,2011,43,female,white,75000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan
20110503110664,2011,70,female,white,150000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,non-metropolitan
20110503110762,2011,69,male,white,50000,TRUE,HS,TRUE,1,16,West,not employed,FALSE,metropolitan
20110503110796,2011,21,female,black,20000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,non-metropolitan
20110503110896,2011,39,female,white,100000,TRUE,HS,TRUE,4,1,West,employed,FALSE,metropolitan
20110503110979,2011,16,female,white,75000,FALSE,Did not graduate from HS,TRUE,1,16,Midwest,"NA",TRUE,metropolitan
20110503111268,2011,59,male,white,10000,TRUE,Did not graduate from HS,TRUE,1,15,South,employed,FALSE,metropolitan
20110503111364,2011,59,female,white,30000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan
20110503111420,2011,21,male,white,30000,TRUE,Did not graduate from HS,FALSE,0,0,South,not employed,FALSE,non-metropolitan
20110503111431,2011,74,male,white,25000,FALSE,Some college,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20110503111470,2011,72,female,white,25000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,not employed,FALSE,metropolitan
20110503111495,2011,23,male,white,100000,FALSE,HS,TRUE,2,1,South,"NA",TRUE,metropolitan
20110503111605,2011,42,male,black,12500,TRUE,Bachelors,TRUE,3,7,Midwest,employed,FALSE,metropolitan
20110503111750,2011,36,female,black,10000,FALSE,Some college,TRUE,2,7,West,"NA",FALSE,metropolitan
20110503111755,2011,30,male,white,10000,FALSE,Some college,TRUE,1,7,South,"NA",FALSE,metropolitan
20110503111780,2011,46,female,white,40000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20110503112024,2011,17,male,black,75000,FALSE,Did not graduate from HS,TRUE,2,7,West,"NA",TRUE,metropolitan
20110503112067,2011,25,female,white,25000,TRUE,HS,TRUE,2,3,Midwest,employed,FALSE,metropolitan
20110503112097,2011,50,male,white,60000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan
20110503112387,2011,36,male,white,150000,TRUE,Doctoral,TRUE,1,1,South,employed,FALSE,metropolitan
20110503112396,2011,43,female,white,100000,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan
20110503112468,2011,19,female,white,35000,FALSE,Some college,TRUE,1,17,Northeast,"NA",TRUE,metropolitan
20110503112474,2011,45,female,white,150000,TRUE,Doctoral,TRUE,1,8,Northeast,employed,FALSE,metropolitan
20110503112503,2011,19,male,white,75000,FALSE,HS,TRUE,1,15,South,"NA",TRUE,metropolitan
20110503112517,2011,53,female,white,25000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20110503112537,2011,71,male,black,60000,TRUE,Masters,FALSE,0,0,South,not employed,FALSE,metropolitan
20110504110009,2011,57,male,white,75000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20110504110032,2011,85,male,white,75000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20110504110069,2011,40,female,white,50000,TRUE,Doctoral,TRUE,1,1,Northeast,not employed,FALSE,metropolitan
20110504110102,2011,69,male,black,35000,TRUE,HS,FALSE,0,0,South,not employed,TRUE,metropolitan
20110504110129,2011,41,male,white,40000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20110504110152,2011,47,female,white,7500,FALSE,Did not graduate from HS,TRUE,3,2,Midwest,"NA",FALSE,metropolitan
20110504110500,2011,69,female,black,40000,TRUE,Bachelors,FALSE,0,0,West,not employed,FALSE,metropolitan
20110504110503,2011,34,female,white,75000,TRUE,Masters,TRUE,1,2,Midwest,employed,FALSE,metropolitan
20110504110527,2011,56,female,other,40000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,non-metropolitan
