ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20080101080013,2008,55,male,white,15000,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,non-metropolitan,employed - at work
20080101080600,2008,28,female,white,50000,TRUE,Did not graduate from HS,TRUE,3,2,West,employed,FALSE,metropolitan,not in labor force
20080101080606,2008,46,female,white,100000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20080101080753,2008,26,female,white,12500,FALSE,Some college,TRUE,4,2,West,"NA",FALSE,metropolitan,employed - at work
20080101080755,2008,75,female,white,30000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20080101080928,2008,56,female,white,25000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20080101081208,2008,43,male,white,35000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20080101081375,2008,50,male,white,35000,TRUE,Masters,TRUE,2,12,Midwest,not employed,FALSE,metropolitan,employed - at work
20080101081412,2008,63,male,white,15000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20080101081608,2008,52,male,white,75000,TRUE,Bachelors,TRUE,1,17,West,employed,FALSE,non-metropolitan,employed - at work
20080101081730,2008,76,female,white,10000,TRUE,Some college,FALSE,0,0,South,not employed,FALSE,non-metropolitan,not in labor force
20080101082083,2008,31,male,white,10000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20080101082283,2008,36,female,white,35000,TRUE,Some college,TRUE,4,2,South,employed,FALSE,non-metropolitan,employed - at work
20080101082369,2008,61,male,white,0,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,unemployed - looking
20080101082420,2008,23,female,white,20000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work
20080110071700,2008,41,female,black,75000,TRUE,Bachelors,TRUE,1,3,South,employed,FALSE,metropolitan,employed - at work
20080111070530,2008,57,male,white,75000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20080111070577,2008,35,female,black,15000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20080111070616,2008,42,male,white,150000,FALSE,Doctoral,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20080111071028,2008,55,male,black,15000,FALSE,HS,TRUE,1,13,South,"NA",FALSE,non-metropolitan,employed - at work
20080111071203,2008,52,male,white,50000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20080111071302,2008,45,female,asian,40000,TRUE,HS,TRUE,2,10,Northeast,employed,FALSE,metropolitan,employed - at work
20080111071466,2008,50,female,other,50000,TRUE,Some college,FALSE,0,0,Midwest,employed,FALSE,non-metropolitan,employed - at work
20080111071482,2008,38,male,white,100000,TRUE,Masters,TRUE,1,0,Northeast,employed,FALSE,non-metropolitan,employed - at work
20080111071617,2008,16,female,white,75000,FALSE,Did not graduate from HS,TRUE,1,16,Northeast,"NA",TRUE,metropolitan,unemployed - on layoff
20080111071686,2008,62,male,black,7500,TRUE,Some college,TRUE,1,5,South,not employed,FALSE,metropolitan,not in labor force
20080111071716,2008,36,female,white,100000,TRUE,Some college,TRUE,3,4,South,employed,FALSE,metropolitan,not in labor force
20080111071765,2008,57,female,black,60000,TRUE,Bachelors,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20080111071838,2008,57,male,white,150000,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,non-metropolitan,not in labor force
20080111071990,2008,60,female,white,150000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20080111072026,2008,24,male,white,40000,TRUE,HS,TRUE,2,2,South,not employed,FALSE,non-metropolitan,employed - at work
20080111072052,2008,16,female,white,150000,FALSE,Did not graduate from HS,TRUE,2,6,South,"NA",TRUE,metropolitan,not in labor force
20080111072073,2008,43,male,white,35000,TRUE,Some college,TRUE,4,2,South,employed,FALSE,metropolitan,employed - at work
20080111072192,2008,65,female,asian,100000,FALSE,Bachelors,TRUE,3,6,South,"NA",FALSE,metropolitan,employed - at work
20080111072196,2008,40,female,white,100000,TRUE,Bachelors,TRUE,2,3,South,employed,FALSE,metropolitan,employed - at work
20080111072289,2008,27,female,white,30000,TRUE,Some college,TRUE,4,0,Midwest,employed,FALSE,metropolitan,employed - at work
20080111072378,2008,53,female,white,30000,FALSE,Some college,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan,employed - at work
20080112070075,2008,24,female,black,0,FALSE,HS,TRUE,2,2,Midwest,"NA",FALSE,metropolitan,unemployed - looking
20080112070133,2008,47,male,white,30000,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20080112070137,2008,33,female,black,7500,FALSE,Some college,TRUE,7,1,Midwest,"NA",FALSE,metropolitan,not in labor force
20080112070161,2008,33,female,white,20000,TRUE,Did not graduate from HS,TRUE,2,5,South,not employed,FALSE,metropolitan,unemployed - on layoff
20080112070188,2008,33,male,white,30000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20080112070192,2008,71,female,black,7500,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20080112070193,2008,38,female,white,60000,TRUE,Did not graduate from HS,TRUE,1,14,Midwest,employed,FALSE,metropolitan,unemployed - looking
20080112070198,2008,15,female,white,0,FALSE,Did not graduate from HS,TRUE,1,15,South,"NA",TRUE,metropolitan,not in labor force
20080112070514,2008,42,female,white,100000,TRUE,Bachelors,TRUE,1,3,South,employed,FALSE,metropolitan,employed - at work
20080112070519,2008,58,female,white,150000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20080112070555,2008,53,female,white,60000,TRUE,HS,TRUE,1,10,West,employed,FALSE,non-metropolitan,employed - at work
20080112070571,2008,36,female,white,75000,TRUE,HS,TRUE,2,4,South,employed,FALSE,metropolitan,employed - at work
20080112070573,2008,80,male,other,7500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
