ID,pair_id,cluster,time
20170101170027,1,Cluster 3  | n =  190,t1
20170101170030,2,Cluster 1  | n =  2301,t1
20170101170090,3,Cluster 1  | n =  2301,t1
20170101170149,4,Cluster 1  | n =  2301,t1
20170101170521,5,Cluster 5  | n =  797,t1
20170101170551,6,Cluster 4  | n =  779,t1
20170101170552,7,Cluster 1  | n =  2301,t1
20170101170572,8,Cluster 1  | n =  2301,t1
20170101170612,9,Cluster 1  | n =  2301,t1
20170101170615,10,Cluster 4  | n =  779,t1
20170101170651,11,Cluster 1  | n =  2301,t1
20170101170799,12,Cluster 1  | n =  2301,t1
20170101170801,13,Cluster 4  | n =  779,t1
20170101170806,14,Cluster 1  | n =  2301,t1
20170101170819,15,Cluster 1  | n =  2301,t1
20170101170830,16,Cluster 1  | n =  2301,t1
20170101170833,17,Cluster 5  | n =  797,t1
20170101170834,18,Cluster 1  | n =  2301,t1
20170101170842,19,Cluster 1  | n =  2301,t1
20170101170866,20,Cluster 2  | n =  709,t1
20170101170877,21,Cluster 3  | n =  190,t1
20170101170887,22,Cluster 1  | n =  2301,t1
20170101170921,23,Cluster 1  | n =  2301,t1
20170101170928,24,Cluster 4  | n =  779,t1
20170101170951,25,Cluster 1  | n =  2301,t1
20170101170970,26,Cluster 2  | n =  709,t1
20170101170980,27,Cluster 5  | n =  797,t1
20170101171021,28,Cluster 3  | n =  190,t1
20170101171037,29,Cluster 5  | n =  797,t1
20170101171049,30,Cluster 1  | n =  2301,t1
20170101171053,31,Cluster 5  | n =  797,t1
20170101171075,32,Cluster 2  | n =  709,t1
20170101171093,33,Cluster 5  | n =  797,t1
20170101171149,34,Cluster 1  | n =  2301,t1
20170101171196,35,Cluster 4  | n =  779,t1
20170101171199,36,Cluster 2  | n =  709,t1
20170101171233,37,Cluster 1  | n =  2301,t1
20170101171234,38,Cluster 1  | n =  2301,t1
20170101171305,39,Cluster 2  | n =  709,t1
20170101171341,40,Cluster 1  | n =  2301,t1
20170101171391,41,Cluster 1  | n =  2301,t1
20170101171468,42,Cluster 1  | n =  2301,t1
20170101171513,43,Cluster 5  | n =  797,t1
20170101171563,44,Cluster 1  | n =  2301,t1
20170101171571,45,Cluster 1  | n =  2301,t1
20170101171573,46,Cluster 1  | n =  2301,t1
20170101171579,47,Cluster 5  | n =  797,t1
20170101171609,48,Cluster 2  | n =  709,t1
20170101171621,49,Cluster 5  | n =  797,t1
20170101171652,50,Cluster 2  | n =  709,t1
20170101171686,51,Cluster 1  | n =  2301,t1
20170101171687,52,Cluster 2  | n =  709,t1
20170101171713,53,Cluster 2  | n =  709,t1
20170101171728,54,Cluster 2  | n =  709,t1
20170101171729,55,Cluster 1  | n =  2301,t1
20170101171757,56,Cluster 4  | n =  779,t1
20170101171774,57,Cluster 1  | n =  2301,t1
20170101171808,58,Cluster 2  | n =  709,t1
20170101171822,59,Cluster 1  | n =  2301,t1
20170101171857,60,Cluster 2  | n =  709,t1
20170101171859,61,Cluster 4  | n =  779,t1
20170101171892,62,Cluster 1  | n =  2301,t1
20170101171935,63,Cluster 4  | n =  779,t1
20170101172007,64,Cluster 1  | n =  2301,t1
20170101172010,65,Cluster 3  | n =  190,t1
20170101172017,66,Cluster 3  | n =  190,t1
20170101172030,67,Cluster 2  | n =  709,t1
20170101172037,68,Cluster 1  | n =  2301,t1
20170101172054,69,Cluster 1  | n =  2301,t1
20170101172172,70,Cluster 1  | n =  2301,t1
20170101172175,71,Cluster 1  | n =  2301,t1
20170101172195,72,Cluster 2  | n =  709,t1
20170101172209,73,Cluster 2  | n =  709,t1
20170101172250,74,Cluster 1  | n =  2301,t1
20170101172258,75,Cluster 1  | n =  2301,t1
20170101172281,76,Cluster 1  | n =  2301,t1
20170101172288,77,Cluster 4  | n =  779,t1
20170101172345,78,Cluster 5  | n =  797,t1
20170101172402,79,Cluster 1  | n =  2301,t1
20170101172412,80,Cluster 1  | n =  2301,t1
20170101172428,81,Cluster 5  | n =  797,t1
20170101172487,82,Cluster 2  | n =  709,t1
20170101172496,83,Cluster 2  | n =  709,t1
20170101172535,84,Cluster 4  | n =  779,t1
20170110160773,85,Cluster 5  | n =  797,t1
20170110161694,86,Cluster 1  | n =  2301,t1
20170110162245,87,Cluster 2  | n =  709,t1
20170111160023,88,Cluster 1  | n =  2301,t1
20170111160156,89,Cluster 1  | n =  2301,t1
20170111160582,90,Cluster 1  | n =  2301,t1
20170111160611,91,Cluster 1  | n =  2301,t1
20170111160615,92,Cluster 4  | n =  779,t1
20170111160679,93,Cluster 1  | n =  2301,t1
20170111160706,94,Cluster 1  | n =  2301,t1
20170111160720,95,Cluster 5  | n =  797,t1
20170111160732,96,Cluster 4  | n =  779,t1
20170111160736,97,Cluster 2  | n =  709,t1
20170111160755,98,Cluster 5  | n =  797,t1
20170111160767,99,Cluster 1  | n =  2301,t1
20170111160777,100,Cluster 1  | n =  2301,t1
20170111160856,101,Cluster 1  | n =  2301,t1
20170111160866,102,Cluster 1  | n =  2301,t1
20170111160871,103,Cluster 1  | n =  2301,t1
20170111160877,104,Cluster 2  | n =  709,t1
20170111160934,105,Cluster 2  | n =  709,t1
20170111160970,106,Cluster 1  | n =  2301,t1
20170111160979,107,Cluster 1  | n =  2301,t1
20170111161002,108,Cluster 4  | n =  779,t1
