ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20070502070510,2007,52,female,black,20000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan
20070503070015,2007,65,female,white,20000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20070503070641,2007,47,female,white,60000,TRUE,HS,TRUE,1,15,West,employed,TRUE,metropolitan
20070503070793,2007,54,male,white,100000,TRUE,Bachelors,TRUE,1,6,West,employed,FALSE,metropolitan
20070503070872,2007,30,female,white,50000,TRUE,Bachelors,TRUE,3,3,South,employed,FALSE,metropolitan
20070503071077,2007,70,female,white,7500,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20070503071109,2007,56,male,black,150000,TRUE,Bachelors,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20070503071212,2007,26,male,white,10000,TRUE,HS,TRUE,1,9,Midwest,not employed,FALSE,non-metropolitan
20070503071270,2007,42,female,black,100000,TRUE,Masters,FALSE,0,0,South,employed,FALSE,metropolitan
20070503071308,2007,25,male,white,60000,TRUE,Some college,FALSE,0,0,Northeast,employed,FALSE,metropolitan
20070503071426,2007,44,male,white,100000,TRUE,Some college,TRUE,5,1,Midwest,not employed,FALSE,non-metropolitan
20070503071468,2007,20,male,white,60000,FALSE,Some college,TRUE,1,16,Midwest,"NA",TRUE,metropolitan
20070503071507,2007,41,female,white,25000,TRUE,Did not graduate from HS,TRUE,1,9,Midwest,employed,FALSE,non-metropolitan
20070503071617,2007,19,female,white,100000,FALSE,HS,TRUE,1,16,Northeast,"NA",TRUE,metropolitan
20070503071748,2007,15,male,white,40000,FALSE,Did not graduate from HS,TRUE,1,15,South,"NA",TRUE,non-metropolitan
20070503071767,2007,40,female,white,150000,TRUE,Bachelors,TRUE,3,3,South,employed,FALSE,metropolitan
20070503071812,2007,46,female,white,20000,FALSE,Some college,TRUE,1,12,Midwest,"NA",FALSE,non-metropolitan
20070503071818,2007,21,female,asian,0,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20070503072024,2007,15,female,white,150000,FALSE,Did not graduate from HS,TRUE,2,13,South,"NA",TRUE,metropolitan
20070503072062,2007,15,male,black,10000,FALSE,Did not graduate from HS,TRUE,1,15,South,"NA",TRUE,metropolitan
20070503072372,2007,41,male,white,150000,TRUE,Bachelors,TRUE,2,11,West,not employed,FALSE,non-metropolitan
20070503072436,2007,46,male,white,50000,TRUE,Bachelors,TRUE,2,9,South,employed,FALSE,metropolitan
20070504070518,2007,28,female,white,100000,TRUE,Bachelors,TRUE,1,9,South,employed,FALSE,metropolitan
20070504070535,2007,16,male,black,5000,FALSE,Did not graduate from HS,TRUE,3,5,South,"NA",TRUE,non-metropolitan
20070504070579,2007,45,male,white,40000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070602,2007,25,female,white,5000,FALSE,Did not graduate from HS,TRUE,2,0,South,"NA",FALSE,metropolitan
20070504070619,2007,36,female,white,40000,TRUE,Some college,TRUE,1,3,West,employed,FALSE,metropolitan
20070504070632,2007,36,male,white,40000,TRUE,Did not graduate from HS,TRUE,2,6,West,not employed,FALSE,metropolitan
20070504070636,2007,46,male,white,100000,TRUE,Some college,TRUE,3,2,West,employed,TRUE,metropolitan
20070504070638,2007,56,female,white,12500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070651,2007,51,female,black,20000,TRUE,Some college,TRUE,2,1,West,employed,FALSE,metropolitan
20070504070662,2007,16,male,white,150000,FALSE,Did not graduate from HS,TRUE,2,10,West,"NA",TRUE,metropolitan
20070504070669,2007,32,female,white,50000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070670,2007,80,female,white,40000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070672,2007,46,male,white,100000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan
20070504070692,2007,28,male,asian,35000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070697,2007,19,male,white,20000,FALSE,HS,TRUE,1,1,West,"NA",FALSE,metropolitan
20070504070718,2007,32,male,white,10000,TRUE,Did not graduate from HS,TRUE,5,0,West,not employed,TRUE,metropolitan
20070504070726,2007,43,female,white,150000,TRUE,Bachelors,TRUE,2,3,West,employed,FALSE,metropolitan
20070504070727,2007,47,male,white,150000,TRUE,Bachelors,TRUE,8,5,West,not employed,FALSE,metropolitan
20070504070749,2007,40,male,white,60000,TRUE,Some college,TRUE,2,14,West,employed,FALSE,non-metropolitan
20070504070760,2007,69,female,white,30000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan
20070504070767,2007,30,male,white,5000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan
20070504070772,2007,24,male,black,25000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070789,2007,20,male,asian,75000,FALSE,Some college,TRUE,2,12,West,"NA",TRUE,metropolitan
20070504070806,2007,31,female,white,35000,TRUE,Some college,TRUE,1,1,West,employed,FALSE,metropolitan
20070504070807,2007,31,female,white,20000,TRUE,Some college,TRUE,1,5,West,employed,FALSE,metropolitan
20070504070819,2007,85,male,white,12500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070836,2007,73,female,white,30000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,metropolitan
20070504070853,2007,44,male,white,100000,TRUE,Some college,TRUE,2,8,West,employed,FALSE,metropolitan
20070504070859,2007,77,male,white,7500,TRUE,Did not graduate from HS,FALSE,0,0,West,not employed,FALSE,metropolitan
20070504070879,2007,42,female,white,60000,TRUE,Some college,TRUE,3,1,West,employed,FALSE,metropolitan
20070504070886,2007,69,male,other,0,FALSE,Did not graduate from HS,FALSE,0,0,West,"NA",FALSE,metropolitan
20070504070916,2007,42,female,white,50000,FALSE,Masters,TRUE,1,12,South,"NA",TRUE,metropolitan
20070504070923,2007,59,female,black,25000,TRUE,HS,TRUE,1,17,South,not employed,FALSE,metropolitan
20070504070931,2007,47,male,white,100000,TRUE,Bachelors,TRUE,1,0,South,not employed,FALSE,metropolitan
20070504070935,2007,38,female,white,60000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20070504070960,2007,55,male,white,150000,TRUE,Doctoral,TRUE,1,16,South,not employed,FALSE,metropolitan
20070504070988,2007,33,female,white,50000,FALSE,Bachelors,TRUE,2,3,South,"NA",FALSE,metropolitan
20070504071010,2007,62,female,white,20000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,metropolitan
20070504071032,2007,55,female,white,100000,TRUE,HS,TRUE,2,10,South,employed,FALSE,metropolitan
20070504071041,2007,23,female,white,0,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan
20070504071048,2007,41,male,white,75000,TRUE,Bachelors,FALSE,0,0,South,employed,TRUE,metropolitan
