ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20170502170622,2017,31,female,asian,75000,TRUE,Bachelors,TRUE,2,1,Northeast,employed,FALSE,metropolitan
20170502171004,2017,45,female,black,40000,TRUE,Masters,FALSE,0,0,South,employed,FALSE,metropolitan
20170502171204,2017,45,male,white,12500,TRUE,Did not graduate from HS,TRUE,1,0,Midwest,not employed,FALSE,metropolitan
20170502171797,2017,17,female,asian,150000,FALSE,Did not graduate from HS,TRUE,4,6,West,"NA",TRUE,metropolitan
20170503170656,2017,79,male,black,0,TRUE,Did not graduate from HS,TRUE,2,9,Northeast,not employed,FALSE,metropolitan
20170503170679,2017,35,female,white,100000,TRUE,Bachelors,TRUE,1,11,Midwest,employed,FALSE,metropolitan
20170503170773,2017,37,female,white,100000,TRUE,Bachelors,TRUE,1,14,Midwest,employed,FALSE,non-metropolitan
20170503170875,2017,32,male,white,100000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan
20170503170946,2017,69,male,black,30000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan
20170503170956,2017,52,male,white,30000,FALSE,HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan
20170503170998,2017,69,female,white,35000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,non-metropolitan
20170503171038,2017,35,male,white,35000,TRUE,HS,TRUE,3,6,Midwest,employed,FALSE,non-metropolitan
20170503171089,2017,45,male,white,100000,TRUE,HS,TRUE,1,5,Midwest,employed,FALSE,non-metropolitan
20170503171096,2017,18,male,white,20000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",TRUE,metropolitan
20170503171236,2017,63,female,white,35000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,non-metropolitan
20170503171349,2017,27,male,white,40000,TRUE,Bachelors,FALSE,0,0,South,employed,FALSE,metropolitan
20170503171384,2017,34,male,white,60000,TRUE,HS,TRUE,1,12,West,employed,FALSE,metropolitan
20170503171525,2017,40,female,white,100000,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20170503171561,2017,23,female,other,35000,FALSE,Some college,FALSE,0,0,West,"NA",TRUE,metropolitan
