ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,labor_force_status,partner_working,elder_in_HH,metropolitan,treatment,pair_id
20070808071961,2007,75,male,white,75000,TRUE,Bachelors,FALSE,0,0,West,not in labor force,not employed,FALSE,metropolitan,FALSE,1
20071111071217,2007,66,female,white,35000,TRUE,Masters,FALSE,0,0,South,employed - at work,not employed,FALSE,non-metropolitan,FALSE,2
20070606071406,2007,50,male,black,7500,TRUE,Did not graduate from HS,TRUE,1,17,Midwest,unemployed - looking,not employed,FALSE,metropolitan,FALSE,3
20070403071783,2007,49,female,black,5000,FALSE,Some college,TRUE,4,2,South,not in labor force,"NA",FALSE,non-metropolitan,FALSE,4
20070302071410,2007,29,male,white,30000,FALSE,HS,FALSE,0,0,Midwest,employed - absent,"NA",FALSE,non-metropolitan,FALSE,5
20070606070874,2007,70,female,white,40000,TRUE,HS,FALSE,0,0,Northeast,not in labor force,not employed,FALSE,metropolitan,FALSE,6
20071109071142,2007,30,male,white,50000,TRUE,HS,TRUE,2,0,Midwest,employed - at work,not employed,FALSE,non-metropolitan,FALSE,7
20070504071652,2007,39,female,white,150000,TRUE,Bachelors,TRUE,2,6,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,8
20070908071039,2007,45,male,white,100000,TRUE,Bachelors,FALSE,0,0,South,employed - at work,not employed,FALSE,metropolitan,FALSE,9
20070302072368,2007,36,female,white,100000,TRUE,Bachelors,TRUE,2,8,West,employed - at work,employed,FALSE,metropolitan,FALSE,10
20070706071770,2007,47,male,white,75000,TRUE,HS,TRUE,1,14,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,11
20071009072010,2007,53,female,white,30000,TRUE,Some college,FALSE,0,0,South,employed - at work,not employed,FALSE,non-metropolitan,FALSE,12
20070605071391,2007,73,female,white,25000,TRUE,Some college,FALSE,0,0,Northeast,not in labor force,not employed,FALSE,metropolitan,FALSE,13
20070807070836,2007,16,male,white,75000,TRUE,Did not graduate from HS,TRUE,1,16,West,employed - at work,"NA",TRUE,metropolitan,FALSE,14
20070302071728,2007,45,female,white,25000,TRUE,Some college,TRUE,1,14,South,employed - at work,employed,FALSE,metropolitan,FALSE,15
20071109072362,2007,22,female,white,20000,FALSE,HS,TRUE,1,8,Northeast,employed - at work,"NA",FALSE,metropolitan,FALSE,16
20070909072245,2007,39,male,white,60000,TRUE,Bachelors,TRUE,1,11,South,employed - at work,employed,FALSE,metropolitan,FALSE,17
20070112060061,2007,80,male,white,100000,FALSE,Doctoral,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,18
20070403072449,2007,80,female,white,15000,FALSE,Did not graduate from HS,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,19
20071110071234,2007,28,female,black,75000,TRUE,Some college,TRUE,1,0,South,employed - at work,employed,FALSE,metropolitan,FALSE,20
20070807070949,2007,64,female,white,40000,FALSE,HS,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,21
20070504071505,2007,80,male,white,30000,FALSE,Bachelors,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,non-metropolitan,FALSE,22
20071008070978,2007,61,female,white,100000,TRUE,Some college,FALSE,0,0,South,employed - absent,not employed,FALSE,metropolitan,FALSE,23
20070706071976,2007,30,female,white,60000,TRUE,Some college,TRUE,2,6,West,employed - at work,employed,FALSE,metropolitan,FALSE,24
20071110072231,2007,85,male,white,20000,FALSE,Some college,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,25
20071010071754,2007,55,female,white,60000,TRUE,Masters,FALSE,0,0,South,not in labor force,employed,FALSE,non-metropolitan,FALSE,26
20070605072458,2007,34,female,white,75000,TRUE,Some college,TRUE,3,8,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,27
20071211071345,2007,43,female,white,60000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,28
20070201071228,2007,39,male,white,100000,TRUE,Some college,TRUE,2,4,South,employed - at work,employed,FALSE,metropolitan,FALSE,29
20070807071425,2007,41,male,black,35000,TRUE,Some college,TRUE,1,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,30
20071009071325,2007,34,male,white,75000,TRUE,Bachelors,TRUE,1,0,Northeast,employed - at work,employed,FALSE,metropolitan,FALSE,31
20070909070884,2007,73,female,white,25000,FALSE,Some college,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,32
20070504070708,2007,51,male,white,100000,TRUE,Bachelors,FALSE,0,0,West,employed - at work,not employed,FALSE,metropolitan,FALSE,33
20070112062416,2007,46,female,white,40000,FALSE,Masters,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,34
20070301071826,2007,54,male,white,25000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,non-metropolitan,FALSE,35
20070201072053,2007,33,male,white,40000,TRUE,Masters,TRUE,3,1,South,employed - at work,not employed,FALSE,non-metropolitan,FALSE,36
20070202072452,2007,80,female,black,10000,FALSE,HS,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,37
20070402070639,2007,44,female,white,50000,TRUE,HS,TRUE,1,17,West,employed - at work,employed,FALSE,metropolitan,FALSE,38
20070403072284,2007,70,female,white,20000,FALSE,Did not graduate from HS,FALSE,0,0,South,not in labor force,"NA",FALSE,metropolitan,FALSE,39
20070303070783,2007,22,male,white,10000,FALSE,Some college,FALSE,0,0,West,employed - at work,"NA",FALSE,metropolitan,FALSE,40
20070404072657,2007,55,female,black,10000,FALSE,Did not graduate from HS,FALSE,0,0,South,not in labor force,"NA",FALSE,non-metropolitan,FALSE,41
20070807072397,2007,36,male,white,100000,FALSE,HS,FALSE,0,0,South,employed - at work,"NA",FALSE,metropolitan,FALSE,42
20070201071139,2007,55,female,white,12500,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,43
20070101071101,2007,48,female,white,150000,TRUE,Masters,FALSE,0,0,Midwest,employed - at work,employed,FALSE,metropolitan,FALSE,44
20070201071557,2007,85,male,white,75000,FALSE,HS,FALSE,0,0,Northeast,not in labor force,"NA",FALSE,metropolitan,FALSE,45
20070706071206,2007,57,female,white,15000,FALSE,Bachelors,FALSE,0,0,Midwest,not in labor force,"NA",FALSE,metropolitan,FALSE,46
20070807070062,2007,40,male,white,50000,TRUE,Some college,TRUE,1,17,South,employed - at work,employed,FALSE,non-metropolitan,FALSE,47
20070202071030,2007,67,female,black,10000,FALSE,Did not graduate from HS,FALSE,0,0,South,not in labor force,"NA",FALSE,non-metropolitan,FALSE,48
20071211070078,2007,56,female,white,25000,FALSE,Some college,FALSE,0,0,Midwest,employed - at work,"NA",FALSE,metropolitan,FALSE,49
20070112062301,2007,36,male,white,60000,TRUE,HS,TRUE,2,5,West,employed - at work,employed,FALSE,metropolitan,FALSE,50
