ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan
20090502090798,2009,59,female,black,15000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan
20090502091712,2009,61,female,white,150000,TRUE,Bachelors,TRUE,2,8,Midwest,not employed,FALSE,metropolitan
20090503090063,2009,29,female,black,30000,FALSE,Some college,TRUE,1,9,South,"NA",FALSE,non-metropolitan
20090503090501,2009,25,male,white,150000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan
20090503090700,2009,61,male,white,75000,TRUE,HS,TRUE,1,6,West,not employed,FALSE,metropolitan
20090503090943,2009,16,male,white,20000,FALSE,Did not graduate from HS,TRUE,3,9,South,"NA",TRUE,metropolitan
20090503091267,2009,47,female,white,0,FALSE,Bachelors,TRUE,3,4,Northeast,"NA",FALSE,metropolitan
20090503091331,2009,34,female,white,7500,FALSE,Some college,TRUE,1,4,Northeast,"NA",FALSE,metropolitan
20090503091536,2009,59,female,black,75000,TRUE,Doctoral,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20090503091592,2009,28,female,black,75000,TRUE,Bachelors,TRUE,2,3,West,employed,FALSE,metropolitan
20090503091696,2009,25,male,white,35000,TRUE,Some college,FALSE,0,0,Midwest,not employed,FALSE,non-metropolitan
20090503091708,2009,53,male,white,35000,TRUE,HS,FALSE,0,0,West,not employed,FALSE,non-metropolitan
20090503091861,2009,68,male,white,50000,TRUE,Some college,FALSE,0,0,West,employed,FALSE,metropolitan
20090503092207,2009,51,male,black,100000,TRUE,Some college,TRUE,2,2,West,not employed,FALSE,metropolitan
20090503092371,2009,26,female,asian,60000,TRUE,Masters,FALSE,0,0,South,not employed,FALSE,metropolitan
20090503092381,2009,47,female,white,75000,TRUE,Bachelors,TRUE,2,13,Midwest,employed,FALSE,metropolitan
20090504090156,2009,52,female,black,5000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20090504090162,2009,85,female,white,60000,FALSE,Bachelors,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan
20090504090163,2009,73,male,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20090504090176,2009,40,female,white,25000,TRUE,Some college,TRUE,1,1,Northeast,employed,FALSE,metropolitan
20090504090500,2009,73,male,black,12500,TRUE,Bachelors,FALSE,0,0,South,not employed,FALSE,non-metropolitan
20090504090511,2009,78,female,white,150000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20090504090515,2009,22,male,white,7500,TRUE,Some college,TRUE,1,1,South,employed,FALSE,metropolitan
20090504090524,2009,21,female,white,60000,FALSE,Some college,FALSE,0,0,Northeast,"NA",TRUE,metropolitan
20090504090526,2009,52,female,black,5000,FALSE,HS,TRUE,3,7,West,"NA",FALSE,metropolitan
20090504090527,2009,27,male,white,150000,FALSE,Some college,FALSE,0,0,South,"NA",TRUE,metropolitan
20090504090571,2009,56,female,white,75000,FALSE,HS,TRUE,1,0,Midwest,"NA",FALSE,metropolitan
20090504090573,2009,37,female,asian,50000,TRUE,Masters,TRUE,1,11,Northeast,not employed,FALSE,metropolitan
20090504090586,2009,41,female,white,25000,FALSE,Some college,TRUE,3,11,Midwest,"NA",FALSE,metropolitan
20090504090595,2009,73,female,white,10000,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,"NA",FALSE,metropolitan
20090504090620,2009,44,female,white,100000,FALSE,Masters,TRUE,1,9,Northeast,"NA",FALSE,metropolitan
20090504090634,2009,26,female,white,10000,TRUE,Bachelors,FALSE,0,0,West,employed,FALSE,metropolitan
20090504090669,2009,45,male,white,75000,TRUE,Bachelors,TRUE,2,8,Midwest,employed,FALSE,metropolitan
20090504090690,2009,34,female,white,100000,FALSE,Bachelors,TRUE,2,11,Midwest,"NA",TRUE,metropolitan
20090504090699,2009,20,male,black,40000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,metropolitan
20090504090736,2009,39,female,white,30000,FALSE,Some college,TRUE,1,15,Northeast,"NA",FALSE,metropolitan
20090504090748,2009,60,female,white,30000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan
20090504090765,2009,50,female,asian,60000,TRUE,Masters,TRUE,1,17,Midwest,employed,FALSE,metropolitan
20090504090767,2009,34,female,white,50000,FALSE,Some college,TRUE,3,5,Midwest,"NA",FALSE,metropolitan
20090504090770,2009,54,female,white,100000,TRUE,Masters,FALSE,0,0,Midwest,employed,FALSE,non-metropolitan
20090504090793,2009,62,female,other,10000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan
20090504090801,2009,31,female,white,100000,TRUE,Masters,TRUE,1,1,Northeast,employed,FALSE,metropolitan
20090504090802,2009,62,female,white,150000,TRUE,Bachelors,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20090504090809,2009,80,male,white,35000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan
20090504090816,2009,56,female,white,60000,TRUE,Masters,FALSE,0,0,Midwest,employed,FALSE,metropolitan
20090504090822,2009,42,male,white,150000,TRUE,Doctoral,TRUE,3,6,Northeast,employed,FALSE,metropolitan
20090504090848,2009,46,male,black,100000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,non-metropolitan
20090504090864,2009,59,female,white,12500,TRUE,Did not graduate from HS,FALSE,0,0,South,not employed,FALSE,metropolitan
20090504090867,2009,48,female,white,25000,TRUE,Did not graduate from HS,TRUE,1,10,West,employed,FALSE,metropolitan
20090504090880,2009,40,male,black,50000,FALSE,Doctoral,FALSE,0,0,South,"NA",FALSE,metropolitan
20090504090884,2009,46,female,white,20000,FALSE,HS,TRUE,1,14,Northeast,"NA",FALSE,metropolitan
20090504090893,2009,50,male,white,60000,TRUE,Bachelors,TRUE,2,4,South,not employed,FALSE,metropolitan
20090504090906,2009,24,female,white,20000,FALSE,HS,FALSE,0,0,Northeast,"NA",FALSE,non-metropolitan
20090504090913,2009,64,female,white,150000,TRUE,Masters,FALSE,0,0,Midwest,not employed,FALSE,metropolitan
