ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20180101180025,2018,65,male,black,75000,TRUE,Did not graduate from HS,FALSE,0,0,South,employed,FALSE,metropolitan,not in labor force
20180101180165,2018,30,female,white,30000,FALSE,HS,TRUE,2,2,Midwest,"NA",FALSE,non-metropolitan,employed - at work
20180101180521,2018,61,male,white,7500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,non-metropolitan,not in labor force
20180101180542,2018,48,male,white,60000,TRUE,Masters,TRUE,2,14,West,not employed,FALSE,metropolitan,employed - at work
20180101180571,2018,21,female,white,12500,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20180101180660,2018,50,female,white,75000,TRUE,HS,TRUE,2,13,West,employed,FALSE,metropolitan,employed - at work
20180101180700,2018,29,female,white,75000,TRUE,Some college,TRUE,4,1,South,employed,TRUE,metropolitan,employed - at work
20180101180708,2018,39,female,black,12500,FALSE,Did not graduate from HS,FALSE,0,0,Northeast,employed,FALSE,metropolitan,employed - at work
20180101180726,2018,23,male,white,30000,TRUE,Did not graduate from HS,TRUE,1,0,Midwest,not employed,FALSE,non-metropolitan,employed - at work
20180101180797,2018,70,female,white,40000,TRUE,HS,FALSE,0,0,Northeast,not employed,FALSE,metropolitan,not in labor force
20180101180817,2018,55,female,white,60000,TRUE,Some college,TRUE,1,11,Northeast,employed,FALSE,non-metropolitan,not in labor force
20180101180830,2018,37,male,white,100000,TRUE,Some college,FALSE,0,0,South,employed,FALSE,metropolitan,employed - at work
20180101180869,2018,27,male,white,35000,TRUE,HS,TRUE,1,10,Midwest,"NA",FALSE,non-metropolitan,employed - at work
20180101180898,2018,69,female,white,0,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20180101180912,2018,72,male,white,40000,TRUE,Did not graduate from HS,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,not in labor force
20180101181130,2018,72,male,white,15000,TRUE,Bachelors,FALSE,0,0,Midwest,not employed,FALSE,metropolitan,employed - at work
20180101181198,2018,67,male,white,50000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20180101181260,2018,78,male,white,40000,TRUE,Some college,TRUE,1,11,West,not employed,FALSE,non-metropolitan,not in labor force
