ID,year,age,sex,race,fam_income,has_partner,education,child_in_HH,n_child,age_youngest,region,partner_working,elder_in_HH,metropolitan,labor_force_status
20110101110074,2011,33,male,white,10000,TRUE,Did not graduate from HS,TRUE,1,15,South,not employed,FALSE,non-metropolitan,employed - at work
20110101110142,2011,31,female,black,0,TRUE,HS,FALSE,0,0,South,employed,FALSE,non-metropolitan,employed - at work
20110101110522,2011,56,male,white,20000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20110101110525,2011,31,male,white,40000,TRUE,Some college,TRUE,2,4,South,not employed,FALSE,metropolitan,employed - at work
20110101110557,2011,49,female,white,100000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20110101110679,2011,74,male,white,50000,TRUE,Bachelors,FALSE,0,0,Northeast,employed,FALSE,metropolitan,not in labor force
20110101110733,2011,72,male,white,75000,TRUE,Masters,FALSE,0,0,Northeast,employed,FALSE,non-metropolitan,not in labor force
20110101110763,2011,74,female,white,60000,TRUE,Some college,FALSE,0,0,West,not employed,FALSE,metropolitan,not in labor force
20110101110796,2011,80,female,white,75000,FALSE,Bachelors,FALSE,0,0,South,"NA",FALSE,non-metropolitan,not in labor force
20110101110814,2011,63,female,white,40000,TRUE,HS,TRUE,2,14,South,not employed,FALSE,metropolitan,employed - at work
20110101110862,2011,36,female,white,50000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,not in labor force
20110101110872,2011,39,female,asian,35000,TRUE,Bachelors,TRUE,2,12,West,employed,FALSE,metropolitan,employed - at work
20110101110879,2011,61,female,white,20000,TRUE,HS,FALSE,0,0,Northeast,not employed,FALSE,non-metropolitan,employed - at work
20110101110882,2011,53,female,white,75000,TRUE,Some college,TRUE,1,15,Midwest,employed,FALSE,non-metropolitan,employed - at work
20110101110912,2011,21,female,white,75000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,employed - at work
20110101110961,2011,56,male,white,60000,TRUE,Bachelors,TRUE,4,11,Midwest,employed,FALSE,non-metropolitan,not in labor force
20110101111041,2011,24,male,white,75000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,metropolitan,employed - at work
20110101111090,2011,65,female,white,15000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,unemployed - looking
20110101111103,2011,17,female,white,75000,FALSE,Did not graduate from HS,TRUE,3,10,West,"NA",TRUE,non-metropolitan,not in labor force
20110101111128,2011,59,male,white,150000,TRUE,Masters,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20110101111130,2011,45,male,asian,20000,FALSE,Masters,FALSE,0,0,South,"NA",FALSE,metropolitan,employed - at work
20110101111133,2011,65,male,white,30000,TRUE,HS,FALSE,0,0,South,not employed,FALSE,metropolitan,employed - at work
20110101111152,2011,77,female,white,15000,FALSE,Did not graduate from HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20110101111153,2011,80,female,white,15000,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,non-metropolitan,not in labor force
20110101111191,2011,26,male,white,7500,FALSE,Masters,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20110101111217,2011,85,female,white,7500,FALSE,Some college,FALSE,0,0,West,"NA",FALSE,metropolitan,not in labor force
20110101111280,2011,51,female,white,50000,TRUE,Masters,TRUE,1,9,South,employed,FALSE,metropolitan,not in labor force
20110101111334,2011,30,male,white,150000,FALSE,Bachelors,FALSE,0,0,South,"NA",TRUE,metropolitan,employed - at work
20110101111499,2011,80,female,white,50000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,not in labor force
20110101111696,2011,50,female,white,40000,FALSE,Some college,FALSE,0,0,Midwest,"NA",TRUE,non-metropolitan,employed - at work
20110101111750,2011,35,male,white,40000,TRUE,HS,TRUE,2,14,South,employed,TRUE,non-metropolitan,employed - at work
20110101111835,2011,50,male,white,100000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,non-metropolitan,employed - at work
20110101112026,2011,26,female,white,50000,FALSE,Bachelors,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20110101112059,2011,85,female,white,20000,FALSE,Some college,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20110101112070,2011,24,female,white,0,FALSE,HS,TRUE,2,0,Northeast,"NA",FALSE,metropolitan,not in labor force
20110101112114,2011,36,male,black,40000,TRUE,Bachelors,TRUE,1,2,West,employed,FALSE,metropolitan,employed - at work
20110101112185,2011,33,male,asian,150000,TRUE,Doctoral,FALSE,0,0,West,not employed,FALSE,metropolitan,employed - at work
20110101112187,2011,71,male,white,40000,TRUE,Bachelors,TRUE,1,13,West,not employed,FALSE,metropolitan,employed - at work
20110101112231,2011,29,male,white,60000,TRUE,HS,TRUE,1,8,Northeast,employed,TRUE,metropolitan,employed - at work
20110101112249,2011,73,female,white,150000,TRUE,HS,FALSE,0,0,South,employed,FALSE,metropolitan,not in labor force
20110101112298,2011,16,male,black,25000,FALSE,Did not graduate from HS,TRUE,3,8,Midwest,"NA",TRUE,metropolitan,unemployed - looking
20110101112356,2011,33,female,white,150000,TRUE,Some college,TRUE,3,6,West,employed,FALSE,metropolitan,not in labor force
20110101112369,2011,35,male,white,15000,FALSE,Masters,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20110101112427,2011,65,female,white,150000,TRUE,HS,FALSE,0,0,Midwest,employed,FALSE,metropolitan,not in labor force
20110101112462,2011,80,female,asian,20000,FALSE,HS,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
20110101112475,2011,48,male,white,50000,TRUE,Some college,TRUE,3,1,South,not employed,FALSE,metropolitan,employed - at work
20110101112478,2011,43,male,white,0,FALSE,Some college,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - absent
20110111100037,2011,28,female,asian,25000,TRUE,HS,FALSE,0,0,West,employed,FALSE,metropolitan,employed - at work
20110111100587,2011,85,female,black,7500,FALSE,Did not graduate from HS,FALSE,0,0,South,"NA",FALSE,metropolitan,not in labor force
20110111100741,2011,30,female,white,40000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,metropolitan,employed - at work
20110111100765,2011,36,male,white,25000,TRUE,Did not graduate from HS,TRUE,2,8,West,not employed,FALSE,metropolitan,employed - at work
20110111100796,2011,34,male,white,35000,TRUE,Bachelors,TRUE,1,2,South,not employed,FALSE,non-metropolitan,employed - at work
20110111100953,2011,53,male,white,15000,FALSE,HS,FALSE,0,0,Midwest,"NA",FALSE,non-metropolitan,employed - at work
20110111100960,2011,61,female,asian,75000,FALSE,Bachelors,FALSE,0,0,West,"NA",FALSE,metropolitan,employed - at work
